B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_S1_30K	rho_S1_30K
	 nan	0.45073	1.0007	 4.5627e-01	 1.0002e+00	1.606	 9.9817e-01
	 nan	0.4512	1.0007	 4.5675e-01	 1.0002e+00	1.6076	 9.9812e-01
	 nan	0.45168	1.0007	 4.5724e-01	 1.0002e+00	1.6091	 9.9805e-01
	 nan	0.45215	1.0007	 4.5772e-01	 1.0002e+00	1.6107	 9.9802e-01
	 nan	0.45263	1.0007	 4.5820e-01	 1.0001e+00	1.6122	 9.9798e-01
	 nan	0.45311	1.0007	 4.5868e-01	 1.0001e+00	1.6138	 9.9796e-01
	 nan	0.45359	1.0007	 4.5917e-01	 1.0001e+00	1.6154	 9.9795e-01
	 nan	0.45406	1.0008	 4.5965e-01	 1.0001e+00	1.6169	 9.9794e-01
	 nan	0.45454	1.0008	 4.6014e-01	 1.0001e+00	1.6185	 9.9796e-01
	 nan	0.45502	1.0008	 4.6062e-01	 1.0000e+00	1.62	 9.9796e-01
	 nan	0.4555	1.0008	 4.6111e-01	 1.0000e+00	1.6216	 9.9798e-01
	 nan	0.45598	1.0008	 4.6159e-01	 1.0000e+00	1.6232	 9.9799e-01
	 nan	0.45646	1.0008	 4.6208e-01	 1.0000e+00	1.6247	 9.9802e-01
	 nan	0.45694	1.0008	 4.6257e-01	 1.0000e+00	1.6263	 9.9805e-01
	 nan	0.45742	1.0008	 4.6305e-01	 1.0000e+00	1.6279	 9.9806e-01
	 nan	0.45791	1.0008	 4.6354e-01	 9.9999e-01	1.6294	 9.9811e-01
	 nan	0.45839	1.0008	 4.6403e-01	 9.9999e-01	1.631	 9.9812e-01
	 nan	0.45887	1.0008	 4.6452e-01	 9.9998e-01	1.6326	 9.9815e-01
	 nan	0.45935	1.0008	 4.6501e-01	 9.9998e-01	1.6341	 9.9817e-01
	 nan	0.45984	1.0008	 4.6550e-01	 9.9998e-01	1.6357	 9.9820e-01
	 nan	0.46032	1.0008	 4.6599e-01	 9.9998e-01	1.6373	 9.9822e-01
	 nan	0.4608	1.0007	 4.6648e-01	 9.9999e-01	1.6389	 9.9823e-01
	 nan	0.46129	1.0007	 4.6697e-01	 9.9999e-01	1.6404	 9.9827e-01
	 nan	0.46177	1.0007	 4.6746e-01	 1.0000e+00	1.642	 9.9827e-01
	 nan	0.46226	1.0006	 4.6795e-01	 1.0000e+00	1.6436	 9.9830e-01
	 nan	0.46275	1.0006	 4.6844e-01	 1.0000e+00	1.6452	 9.9829e-01
	 nan	0.46323	1.0005	 4.6893e-01	 1.0000e+00	1.6468	 9.9831e-01
	 nan	0.46372	1.0005	 4.6943e-01	 1.0000e+00	1.6484	 9.9831e-01
	 nan	0.46421	1.0005	 4.6992e-01	 1.0000e+00	1.65	 9.9831e-01
	 nan	0.46469	1.0004	 4.7042e-01	 1.0000e+00	1.6515	 9.9832e-01
	 nan	0.46518	1.0004	 4.7091e-01	 1.0000e+00	1.6531	 9.9831e-01
	 nan	0.46567	1.0004	 4.7140e-01	 1.0000e+00	1.6547	 9.9833e-01
	 nan	0.46616	1.0003	 4.7190e-01	 1.0000e+00	1.6563	 9.9832e-01
	 nan	0.46665	1.0003	 4.7240e-01	 1.0000e+00	1.6579	 9.9833e-01
	 nan	0.46714	1.0002	 4.7289e-01	 1.0000e+00	1.6595	 9.9834e-01
	 nan	0.46763	1.0002	 4.7339e-01	 1.0000e+00	1.6611	 9.9835e-01
	 nan	0.46812	1.0002	 4.7388e-01	 1.0000e+00	1.6627	 9.9838e-01
	 nan	0.46861	1.0001	 4.7438e-01	 1.0000e+00	1.6643	 9.9839e-01
	 nan	0.4691	1.0001	 4.7488e-01	 1.0000e+00	1.6659	 9.9843e-01
	 nan	0.4696	1.0001	 4.7538e-01	 1.0001e+00	1.6675	 9.9845e-01
	 nan	0.47009	1.0001	 4.7587e-01	 1.0001e+00	1.6691	 9.9850e-01
	 nan	0.47058	1.0	 4.7637e-01	 1.0001e+00	1.6707	 9.9853e-01
	 nan	0.47108	1.0	 4.7687e-01	 1.0001e+00	1.6723	 9.9857e-01
	 nan	0.47157	1.0	 4.7737e-01	 1.0001e+00	1.6739	 9.9863e-01
	 nan	0.47206	1.0	 4.7787e-01	 1.0001e+00	1.6755	 9.9867e-01
	 nan	0.47256	1.0	 4.7838e-01	 1.0001e+00	1.6772	 9.9874e-01
	 nan	0.47305	1.0	 4.7888e-01	 1.0001e+00	1.6788	 9.9878e-01
	 nan	0.47355	1.0	 4.7938e-01	 1.0001e+00	1.6804	 9.9885e-01
	 nan	0.47405	1.0	 4.7988e-01	 1.0001e+00	1.682	 9.9891e-01
	 nan	0.47454	1.0	 4.8039e-01	 1.0001e+00	1.6836	 9.9896e-01
	 nan	0.47504	1.0	 4.8089e-01	 1.0001e+00	1.6852	 9.9903e-01
	 nan	0.47554	1.0	 4.8139e-01	 1.0001e+00	1.6869	 9.9907e-01
	 nan	0.47604	1.0	 4.8190e-01	 1.0002e+00	1.6885	 9.9914e-01
	 nan	0.47654	1.0	 4.8240e-01	 1.0002e+00	1.6901	 9.9917e-01
	 nan	0.47703	1.0	 4.8291e-01	 1.0002e+00	1.6917	 9.9923e-01
	 nan	0.47753	1.0	 4.8341e-01	 1.0002e+00	1.6933	 9.9926e-01
	 nan	0.47803	1.0	 4.8392e-01	 1.0002e+00	1.695	 9.9929e-01
	 nan	0.47853	1.0	 4.8442e-01	 1.0002e+00	1.6966	 9.9932e-01
	 nan	0.47903	1.0	 4.8493e-01	 1.0002e+00	1.6982	 9.9934e-01
	 nan	0.47954	0.99999	 4.8544e-01	 1.0002e+00	1.6999	 9.9938e-01
	 nan	0.48004	0.99999	 4.8595e-01	 1.0002e+00	1.7015	 9.9938e-01
	 nan	0.48054	0.99998	 4.8646e-01	 1.0003e+00	1.7031	 9.9942e-01
	 nan	0.48104	0.99998	 4.8697e-01	 1.0003e+00	1.7048	 9.9943e-01
	 nan	0.48155	0.99998	 4.8747e-01	 1.0003e+00	1.7064	 9.9945e-01
	 nan	0.48205	0.99998	 4.8799e-01	 1.0003e+00	1.7081	 9.9948e-01
	 nan	0.48255	0.99998	 4.8850e-01	 1.0003e+00	1.7097	 9.9949e-01
	 nan	0.48306	0.99996	 4.8901e-01	 1.0003e+00	1.7113	 9.9952e-01
	 nan	0.48356	0.99997	 4.8952e-01	 1.0003e+00	1.713	 9.9952e-01
	 nan	0.48407	0.99996	 4.9003e-01	 1.0003e+00	1.7146	 9.9955e-01
	 nan	0.48457	0.99996	 4.9054e-01	 1.0003e+00	1.7163	 9.9955e-01
	 nan	0.48508	0.99996	 4.9105e-01	 1.0003e+00	1.7179	 9.9957e-01
	 nan	0.48559	0.99996	 4.9157e-01	 1.0003e+00	1.7196	 9.9958e-01
	 nan	0.48609	0.99998	 4.9208e-01	 1.0003e+00	1.7212	 9.9958e-01
	 nan	0.4866	0.99999	 4.9259e-01	 1.0003e+00	1.7229	 9.9960e-01
	 nan	0.48711	1.0	 4.9311e-01	 1.0003e+00	1.7246	 9.9959e-01
	 nan	0.48762	1.0	 4.9362e-01	 1.0002e+00	1.7262	 9.9960e-01
	 nan	0.48813	1.0001	 4.9414e-01	 1.0002e+00	1.7279	 9.9959e-01
	 nan	0.48864	1.0001	 4.9466e-01	 1.0002e+00	1.7295	 9.9958e-01
	 nan	0.48915	1.0001	 4.9517e-01	 1.0002e+00	1.7312	 9.9957e-01
	 nan	0.48966	1.0002	 4.9569e-01	 1.0002e+00	1.7329	 9.9954e-01
	 nan	0.49017	1.0002	 4.9621e-01	 1.0002e+00	1.7345	 9.9953e-01
	 nan	0.49068	1.0003	 4.9673e-01	 1.0002e+00	1.7362	 9.9948e-01
	 nan	0.4912	1.0003	 4.9724e-01	 1.0002e+00	1.7378	 9.9947e-01
	 nan	0.49171	1.0004	 4.9776e-01	 1.0002e+00	1.7395	 9.9943e-01
	 nan	0.49222	1.0004	 4.9828e-01	 1.0002e+00	1.7412	 9.9941e-01
	 nan	0.49273	1.0004	 4.9880e-01	 1.0002e+00	1.7429	 9.9939e-01
	 nan	0.49325	1.0005	 4.9932e-01	 1.0002e+00	1.7445	 9.9936e-01
	 nan	0.49376	1.0005	 4.9984e-01	 1.0001e+00	1.7462	 9.9936e-01
	 nan	0.49428	1.0005	 5.0036e-01	 1.0001e+00	1.7479	 9.9934e-01
	 nan	0.49479	1.0005	 5.0089e-01	 1.0001e+00	1.7496	 9.9935e-01
	 nan	0.49531	1.0005	 5.0141e-01	 1.0001e+00	1.7512	 9.9934e-01
	 nan	0.49583	1.0005	 5.0193e-01	 1.0001e+00	1.7529	 9.9935e-01
	 nan	0.49634	1.0005	 5.0245e-01	 1.0001e+00	1.7546	 9.9935e-01
	 nan	0.49686	1.0005	 5.0298e-01	 1.0001e+00	1.7563	 9.9935e-01
	 nan	0.49738	1.0004	 5.0350e-01	 1.0001e+00	1.758	 9.9937e-01
	 nan	0.49789	1.0004	 5.0403e-01	 1.0001e+00	1.7597	 9.9936e-01
	 nan	0.49841	1.0003	 5.0455e-01	 1.0001e+00	1.7613	 9.9938e-01
	 nan	0.49893	1.0003	 5.0508e-01	 1.0001e+00	1.7631	 9.9937e-01
	 nan	0.49945	1.0002	 5.0560e-01	 1.0001e+00	1.7647	 9.9938e-01
	 nan	0.49997	1.0002	 5.0613e-01	 1.0001e+00	1.7664	 9.9938e-01
	 nan	0.50049	1.0002	 5.0666e-01	 1.0000e+00	1.7681	 9.9937e-01
	 nan	0.50101	1.0001	 5.0719e-01	 1.0000e+00	1.7698	 9.9939e-01
	 nan	0.50153	1.0001	 5.0772e-01	 1.0000e+00	1.7715	 9.9938e-01
	 nan	0.50206	1.0001	 5.0824e-01	 1.0000e+00	1.7732	 9.9941e-01
	 nan	0.50258	1.0001	 5.0877e-01	 1.0000e+00	1.7749	 9.9941e-01
	 nan	0.5031	1.0001	 5.0930e-01	 1.0000e+00	1.7766	 9.9944e-01
	 nan	0.50362	1.0	 5.0983e-01	 1.0000e+00	1.7783	 9.9946e-01
	 nan	0.50415	1.0	 5.1036e-01	 1.0000e+00	1.78	 9.9948e-01
	 nan	0.50467	1.0	 5.1089e-01	 1.0000e+00	1.7817	 9.9952e-01
	 nan	0.5052	1.0	 5.1143e-01	 1.0000e+00	1.7834	 9.9954e-01
	 nan	0.50572	1.0	 5.1196e-01	 1.0000e+00	1.7852	 9.9960e-01
	 nan	0.50625	1.0	 5.1249e-01	 1.0000e+00	1.7869	 9.9962e-01
	 nan	0.50678	1.0	 5.1303e-01	 1.0000e+00	1.7886	 9.9967e-01
	 nan	0.5073	1.0	 5.1356e-01	 1.0000e+00	1.7903	 9.9970e-01
	 nan	0.50783	1.0	 5.1409e-01	 1.0001e+00	1.792	 9.9973e-01
	 nan	0.50836	1.0	 5.1463e-01	 1.0001e+00	1.7937	 9.9977e-01
	 nan	0.50889	1.0	 5.1517e-01	 1.0001e+00	1.7955	 9.9979e-01
	 nan	0.50942	1.0	 5.1570e-01	 1.0001e+00	1.7972	 9.9982e-01
	 nan	0.50994	1.0001	 5.1624e-01	 1.0001e+00	1.7989	 9.9983e-01
	 nan	0.51047	1.0001	 5.1678e-01	 1.0001e+00	1.8006	 9.9986e-01
	 nan	0.51101	1.0001	 5.1731e-01	 1.0002e+00	1.8023	 9.9987e-01
	 nan	0.51154	1.0001	 5.1785e-01	 1.0002e+00	1.8041	 9.9988e-01
	 nan	0.51207	1.0001	 5.1839e-01	 1.0002e+00	1.8058	 9.9990e-01
	 nan	0.5126	1.0001	 5.1893e-01	 1.0002e+00	1.8075	 9.9989e-01
	 nan	0.51313	1.0001	 5.1947e-01	 1.0002e+00	1.8093	 9.9992e-01
	 nan	0.51366	1.0002	 5.2001e-01	 1.0002e+00	1.811	 9.9990e-01
	 nan	0.5142	1.0002	 5.2055e-01	 1.0002e+00	1.8127	 9.9991e-01
	 nan	0.51473	1.0002	 5.2109e-01	 1.0002e+00	1.8145	 9.9990e-01
	 nan	0.51526	1.0002	 5.2163e-01	 1.0002e+00	1.8162	 9.9989e-01
	 nan	0.5158	1.0002	 5.2217e-01	 1.0002e+00	1.818	 9.9989e-01
	 nan	0.51633	1.0002	 5.2271e-01	 1.0002e+00	1.8197	 9.9988e-01
	 nan	0.51687	1.0002	 5.2325e-01	 1.0002e+00	1.8215	 9.9989e-01
	 nan	0.5174	1.0002	 5.2380e-01	 1.0002e+00	1.8232	 9.9988e-01
	 nan	0.51794	1.0001	 5.2434e-01	 1.0002e+00	1.8249	 9.9990e-01
	 nan	0.51848	1.0001	 5.2489e-01	 1.0002e+00	1.8267	 9.9990e-01
	 nan	0.51901	1.0001	 5.2543e-01	 1.0002e+00	1.8284	 9.9992e-01
	 nan	0.51955	1.0	 5.2597e-01	 1.0001e+00	1.8302	 9.9995e-01
	 nan	0.52009	0.99996	 5.2652e-01	 1.0001e+00	1.8319	 9.9996e-01
	 nan	0.52063	0.99991	 5.2707e-01	 1.0001e+00	1.8337	 1.0000e+00
	 nan	0.52117	0.99986	 5.2761e-01	 1.0001e+00	1.8355	 1.0000e+00
	 nan	0.52171	0.99981	 5.2816e-01	 1.0001e+00	1.8372	 1.0001e+00
	 nan	0.52225	0.99977	 5.2871e-01	 1.0001e+00	1.839	 1.0001e+00
	 nan	0.52279	0.99973	 5.2926e-01	 1.0001e+00	1.8407	 1.0001e+00
	 nan	0.52333	0.99969	 5.2981e-01	 1.0001e+00	1.8425	 1.0001e+00
	 nan	0.52387	0.99967	 5.3036e-01	 1.0001e+00	1.8443	 1.0002e+00
	 nan	0.52441	0.99964	 5.3090e-01	 1.0000e+00	1.846	 1.0002e+00
	 nan	0.52496	0.99964	 5.3146e-01	 1.0000e+00	1.8478	 1.0002e+00
	 nan	0.5255	0.99962	 5.3200e-01	 1.0000e+00	1.8496	 1.0002e+00
	 nan	0.52604	0.99962	 5.3256e-01	 9.9999e-01	1.8513	 1.0002e+00
	 nan	0.52659	0.99962	 5.3311e-01	 9.9996e-01	1.8531	 1.0002e+00
	 nan	0.52713	0.99962	 5.3366e-01	 9.9994e-01	1.8549	 1.0003e+00
	 nan	0.52768	0.99964	 5.3421e-01	 9.9992e-01	1.8566	 1.0002e+00
	 nan	0.52822	0.99964	 5.3477e-01	 9.9990e-01	1.8584	 1.0003e+00
	 nan	0.52877	0.99967	 5.3532e-01	 9.9988e-01	1.8602	 1.0002e+00
	 nan	0.52931	0.99969	 5.3587e-01	 9.9986e-01	1.862	 1.0002e+00
	 nan	0.52986	0.99972	 5.3643e-01	 9.9985e-01	1.8638	 1.0002e+00
	 nan	0.53041	0.99975	 5.3698e-01	 9.9983e-01	1.8656	 1.0002e+00
	 nan	0.53096	0.99979	 5.3754e-01	 9.9982e-01	1.8673	 1.0002e+00
	 nan	0.53151	0.99984	 5.3809e-01	 9.9981e-01	1.8691	 1.0001e+00
	 nan	0.53206	0.99988	 5.3865e-01	 9.9980e-01	1.8709	 1.0001e+00
	 nan	0.53261	0.99994	 5.3921e-01	 9.9980e-01	1.8727	 1.0001e+00
	 nan	0.53316	0.99998	 5.3976e-01	 9.9980e-01	1.8745	 1.0001e+00
	 nan	0.53371	1.0	 5.4032e-01	 9.9980e-01	1.8763	 1.0001e+00
	 nan	0.53426	1.0001	 5.4088e-01	 9.9980e-01	1.8781	 1.0001e+00
	 nan	0.53481	1.0001	 5.4144e-01	 9.9981e-01	1.8799	 1.0001e+00
	 nan	0.53536	1.0002	 5.4200e-01	 9.9983e-01	1.8817	 1.0001e+00
	 nan	0.53592	1.0002	 5.4256e-01	 9.9984e-01	1.8835	 1.0001e+00
	 nan	0.53647	1.0003	 5.4312e-01	 9.9987e-01	1.8853	 1.0001e+00
	 nan	0.53702	1.0003	 5.4368e-01	 9.9988e-01	1.8871	 1.0001e+00
	 nan	0.53758	1.0003	 5.4424e-01	 9.9991e-01	1.8889	 1.0001e+00
	 nan	0.53813	1.0004	 5.4480e-01	 9.9993e-01	1.8907	 1.0001e+00
	 nan	0.53869	1.0004	 5.4536e-01	 9.9996e-01	1.8925	 1.0001e+00
	 nan	0.53924	1.0005	 5.4593e-01	 9.9998e-01	1.8943	 1.0000e+00
	 nan	0.5398	1.0005	 5.4649e-01	 1.0000e+00	1.8961	 1.0000e+00
	 nan	0.54036	1.0006	 5.4706e-01	 1.0000e+00	1.8979	 9.9998e-01
	 nan	0.54091	1.0006	 5.4762e-01	 1.0000e+00	1.8998	 9.9996e-01
	 nan	0.54147	1.0006	 5.4819e-01	 1.0000e+00	1.9016	 9.9989e-01
	 nan	0.54203	1.0007	 5.4875e-01	 1.0000e+00	1.9034	 9.9986e-01
	 nan	0.54259	1.0007	 5.4932e-01	 1.0001e+00	1.9052	 9.9981e-01
	 nan	0.54315	1.0007	 5.4988e-01	 1.0001e+00	1.907	 9.9975e-01
	 nan	0.54371	1.0007	 5.5045e-01	 1.0000e+00	1.9088	 9.9971e-01
	 nan	0.54427	1.0008	 5.5102e-01	 1.0000e+00	1.9107	 9.9965e-01
	 nan	0.54483	1.0008	 5.5159e-01	 1.0000e+00	1.9125	 9.9963e-01
	 nan	0.54539	1.0008	 5.5216e-01	 1.0000e+00	1.9143	 9.9957e-01
	 nan	0.54595	1.0008	 5.5272e-01	 1.0000e+00	1.9162	 9.9955e-01
	 nan	0.54651	1.0008	 5.5329e-01	 9.9999e-01	1.918	 9.9952e-01
	 nan	0.54708	1.0008	 5.5387e-01	 9.9997e-01	1.9198	 9.9950e-01
	 nan	0.54764	1.0008	 5.5444e-01	 9.9996e-01	1.9217	 9.9950e-01
	 nan	0.54821	1.0008	 5.5501e-01	 9.9994e-01	1.9235	 9.9948e-01
	 nan	0.54877	1.0007	 5.5558e-01	 9.9992e-01	1.9253	 9.9949e-01
	 nan	0.54934	1.0007	 5.5615e-01	 9.9991e-01	1.9272	 9.9946e-01
	 nan	0.5499	1.0007	 5.5672e-01	 9.9989e-01	1.929	 9.9947e-01
	 nan	0.55047	1.0006	 5.5729e-01	 9.9988e-01	1.9309	 9.9946e-01
	 nan	0.55103	1.0006	 5.5787e-01	 9.9987e-01	1.9327	 9.9946e-01
	 nan	0.5516	1.0005	 5.5844e-01	 9.9987e-01	1.9345	 9.9947e-01
	 nan	0.55217	1.0004	 5.5902e-01	 9.9987e-01	1.9364	 9.9946e-01
	 nan	0.55274	1.0004	 5.5959e-01	 9.9986e-01	1.9383	 9.9948e-01
	 nan	0.5533	1.0003	 5.6017e-01	 9.9987e-01	1.9401	 9.9946e-01
	 nan	0.55387	1.0002	 5.6075e-01	 9.9988e-01	1.942	 9.9948e-01
	 nan	0.55444	1.0002	 5.6132e-01	 9.9989e-01	1.9438	 9.9948e-01
	 nan	0.55501	1.0001	 5.6190e-01	 9.9990e-01	1.9457	 9.9949e-01
	 nan	0.55558	1.0001	 5.6248e-01	 9.9991e-01	1.9475	 9.9951e-01
	 nan	0.55615	1.0	 5.6306e-01	 9.9993e-01	1.9494	 9.9953e-01
	 nan	0.55673	1.0	 5.6364e-01	 9.9995e-01	1.9512	 9.9957e-01
	 nan	0.5573	1.0	 5.6422e-01	 9.9997e-01	1.9531	 9.9960e-01
	 nan	0.55787	0.99998	 5.6480e-01	 9.9999e-01	1.955	 9.9966e-01
	 nan	0.55844	0.99999	 5.6538e-01	 1.0000e+00	1.9568	 9.9971e-01
	 nan	0.55902	0.99999	 5.6596e-01	 1.0000e+00	1.9587	 9.9977e-01
	 nan	0.55959	0.99999	 5.6654e-01	 1.0001e+00	1.9606	 9.9984e-01
	 nan	0.56017	1.0	 5.6712e-01	 1.0001e+00	1.9624	 9.9989e-01
	 nan	0.56074	1.0	 5.6771e-01	 1.0001e+00	1.9643	 9.9997e-01
	 nan	0.56132	1.0	 5.6829e-01	 1.0001e+00	1.9662	 1.0000e+00
	 nan	0.56189	1.0	 5.6887e-01	 1.0001e+00	1.9681	 1.0001e+00
	 nan	0.56247	1.0	 5.6946e-01	 1.0001e+00	1.97	 1.0002e+00
	 nan	0.56305	1.0001	 5.7004e-01	 1.0002e+00	1.9718	 1.0002e+00
	 nan	0.56363	1.0001	 5.7063e-01	 1.0002e+00	1.9737	 1.0003e+00
	 nan	0.5642	1.0001	 5.7121e-01	 1.0002e+00	1.9756	 1.0003e+00
	 nan	0.56478	1.0001	 5.7180e-01	 1.0002e+00	1.9775	 1.0003e+00
	 nan	0.56536	1.0001	 5.7239e-01	 1.0002e+00	1.9794	 1.0003e+00
	 nan	0.56594	1.0001	 5.7298e-01	 1.0002e+00	1.9812	 1.0004e+00
	 nan	0.56652	1.0002	 5.7356e-01	 1.0003e+00	1.9831	 1.0004e+00
	 nan	0.5671	1.0002	 5.7415e-01	 1.0003e+00	1.985	 1.0004e+00
	 nan	0.56769	1.0002	 5.7474e-01	 1.0003e+00	1.9869	 1.0004e+00
	 nan	0.56827	1.0002	 5.7533e-01	 1.0003e+00	1.9888	 1.0003e+00
	 nan	0.56885	1.0002	 5.7592e-01	 1.0003e+00	1.9907	 1.0003e+00
	 nan	0.56944	1.0003	 5.7651e-01	 1.0003e+00	1.9926	 1.0003e+00
	 nan	0.57002	1.0003	 5.7711e-01	 1.0003e+00	1.9945	 1.0003e+00
	 nan	0.5706	1.0003	 5.7770e-01	 1.0003e+00	1.9964	 1.0002e+00
	 nan	0.57119	1.0003	 5.7829e-01	 1.0003e+00	1.9983	 1.0002e+00
	 nan	0.57177	1.0003	 5.7888e-01	 1.0003e+00	2.0002	 1.0001e+00
	 nan	0.57236	1.0004	 5.7948e-01	 1.0003e+00	2.0021	 1.0001e+00
	 nan	0.57295	1.0003	 5.8007e-01	 1.0003e+00	2.004	 1.0001e+00
	 nan	0.57353	1.0004	 5.8067e-01	 1.0003e+00	2.0059	 1.0000e+00
	 nan	0.57412	1.0003	 5.8126e-01	 1.0003e+00	2.0079	 9.9997e-01
	 nan	0.57471	1.0003	 5.8186e-01	 1.0003e+00	2.0098	 9.9992e-01
	 nan	0.5753	1.0003	 5.8245e-01	 1.0003e+00	2.0117	 9.9989e-01
	 nan	0.57589	1.0003	 5.8305e-01	 1.0003e+00	2.0136	 9.9984e-01
	 nan	0.57647	1.0002	 5.8365e-01	 1.0003e+00	2.0155	 9.9980e-01
	 nan	0.57707	1.0002	 5.8425e-01	 1.0003e+00	2.0175	 9.9977e-01
	 nan	0.57766	1.0001	 5.8485e-01	 1.0004e+00	2.0194	 9.9972e-01
	 nan	0.57825	1.0001	 5.8545e-01	 1.0004e+00	2.0213	 9.9971e-01
	 nan	0.57884	1.0001	 5.8605e-01	 1.0004e+00	2.0232	 9.9966e-01
	 nan	0.57943	1.0	 5.8665e-01	 1.0004e+00	2.0252	 9.9965e-01
	 nan	0.58003	0.99998	 5.8725e-01	 1.0004e+00	2.0271	 9.9963e-01
	 nan	0.58062	0.99996	 5.8785e-01	 1.0004e+00	2.029	 9.9960e-01
	 nan	0.58121	0.99992	 5.8845e-01	 1.0004e+00	2.0309	 9.9960e-01
	 nan	0.58181	0.99991	 5.8905e-01	 1.0004e+00	2.0329	 9.9956e-01
	 nan	0.5824	0.99988	 5.8966e-01	 1.0004e+00	2.0348	 9.9956e-01
	 nan	0.583	0.99986	 5.9026e-01	 1.0005e+00	2.0368	 9.9953e-01
	 nan	0.5836	0.99984	 5.9087e-01	 1.0005e+00	2.0387	 9.9952e-01
	 nan	0.58419	0.99983	 5.9147e-01	 1.0005e+00	2.0406	 9.9950e-01
	 nan	0.58479	0.99982	 5.9208e-01	 1.0005e+00	2.0426	 9.9948e-01
	 nan	0.58539	0.99981	 5.9268e-01	 1.0005e+00	2.0445	 9.9948e-01
	 nan	0.58599	0.99981	 5.9329e-01	 1.0004e+00	2.0465	 9.9946e-01
	 nan	0.58659	0.99981	 5.9389e-01	 1.0004e+00	2.0484	 9.9947e-01
	 nan	0.58719	0.99982	 5.9450e-01	 1.0004e+00	2.0504	 9.9946e-01
	 nan	0.58779	0.99983	 5.9511e-01	 1.0004e+00	2.0523	 9.9948e-01
	 nan	0.58839	0.99985	 5.9572e-01	 1.0004e+00	2.0543	 9.9949e-01
	 nan	0.58899	0.99987	 5.9633e-01	 1.0004e+00	2.0562	 9.9951e-01
	 nan	0.58959	0.99989	 5.9694e-01	 1.0004e+00	2.0582	 9.9953e-01
	 nan	0.59019	0.99993	 5.9755e-01	 1.0004e+00	2.0602	 9.9954e-01
	 nan	0.59079	0.99996	 5.9816e-01	 1.0003e+00	2.0621	 9.9958e-01
	 nan	0.5914	1.0	 5.9877e-01	 1.0003e+00	2.0641	 9.9958e-01
	 nan	0.592	1.0001	 5.9938e-01	 1.0003e+00	2.0661	 9.9962e-01
	 nan	0.59261	1.0001	 6.0000e-01	 1.0003e+00	2.068	 9.9962e-01
	 nan	0.59321	1.0001	 6.0061e-01	 1.0003e+00	2.07	 9.9964e-01
	 nan	0.59382	1.0002	 6.0123e-01	 1.0003e+00	2.072	 9.9966e-01
	 nan	0.59442	1.0002	 6.0184e-01	 1.0003e+00	2.0739	 9.9966e-01
	 nan	0.59503	1.0002	 6.0246e-01	 1.0003e+00	2.0759	 9.9968e-01
	 nan	0.59564	1.0002	 6.0307e-01	 1.0003e+00	2.0779	 9.9967e-01
	 nan	0.59624	1.0002	 6.0369e-01	 1.0002e+00	2.0799	 9.9969e-01
	 nan	0.59685	1.0003	 6.0431e-01	 1.0002e+00	2.0818	 9.9968e-01
	 nan	0.59746	1.0003	 6.0493e-01	 1.0002e+00	2.0838	 9.9968e-01
	 nan	0.59807	1.0002	 6.0554e-01	 1.0002e+00	2.0858	 9.9968e-01
	 nan	0.59868	1.0002	 6.0616e-01	 1.0002e+00	2.0878	 9.9966e-01
	 nan	0.59929	1.0002	 6.0678e-01	 1.0001e+00	2.0898	 9.9968e-01
	 nan	0.5999	1.0002	 6.0740e-01	 1.0001e+00	2.0918	 9.9966e-01
	 nan	0.60051	1.0002	 6.0802e-01	 1.0001e+00	2.0938	 9.9967e-01
	 nan	0.60112	1.0002	 6.0864e-01	 1.0001e+00	2.0957	 9.9966e-01
	 nan	0.60174	1.0002	 6.0927e-01	 1.0001e+00	2.0977	 9.9967e-01
	 nan	0.60235	1.0002	 6.0989e-01	 1.0001e+00	2.0997	 9.9968e-01
	 nan	0.60296	1.0002	 6.1051e-01	 1.0001e+00	2.1017	 9.9968e-01
	 nan	0.60358	1.0001	 6.1113e-01	 1.0001e+00	2.1037	 9.9970e-01
	 nan	0.60419	1.0001	 6.1176e-01	 1.0001e+00	2.1057	 9.9970e-01
	 nan	0.60481	1.0001	 6.1238e-01	 1.0000e+00	2.1077	 9.9974e-01
	 nan	0.60543	1.0001	 6.1301e-01	 1.0000e+00	2.1098	 9.9975e-01
	 nan	0.60604	1.0001	 6.1363e-01	 1.0000e+00	2.1117	 9.9979e-01
	 nan	0.60666	1.0001	 6.1426e-01	 1.0001e+00	2.1138	 9.9983e-01
	 nan	0.60728	1.0001	 6.1489e-01	 1.0001e+00	2.1158	 9.9987e-01
	 nan	0.6079	1.0001	 6.1551e-01	 1.0001e+00	2.1178	 9.9992e-01
	 nan	0.60851	1.0001	 6.1614e-01	 1.0001e+00	2.1198	 9.9994e-01
	 nan	0.60913	1.0	 6.1677e-01	 1.0001e+00	2.1218	 1.0000e+00
	 nan	0.60975	1.0	 6.1740e-01	 1.0001e+00	2.1238	 1.0000e+00
	 nan	0.61038	0.99999	 6.1803e-01	 1.0001e+00	2.1258	 1.0001e+00
	 nan	0.611	0.99996	 6.1866e-01	 1.0002e+00	2.1279	 1.0001e+00
	 nan	0.61162	0.99994	 6.1929e-01	 1.0002e+00	2.1299	 1.0001e+00
	 nan	0.61224	0.99991	 6.1992e-01	 1.0002e+00	2.1319	 1.0002e+00
	 nan	0.61286	0.99988	 6.2055e-01	 1.0002e+00	2.1339	 1.0002e+00
