B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_S1_30K	rho_S1_30K
	 nan	0.61349	0.99985	 6.2118e-01	 1.0002e+00	2.136	 1.0002e+00
	 nan	0.61411	0.99983	 6.2181e-01	 1.0003e+00	2.138	 1.0003e+00
	 nan	0.61474	0.99981	 6.2245e-01	 1.0003e+00	2.14	 1.0003e+00
	 nan	0.61536	0.99979	 6.2308e-01	 1.0003e+00	2.1421	 1.0003e+00
	 nan	0.61599	0.99977	 6.2371e-01	 1.0003e+00	2.1441	 1.0004e+00
	 nan	0.61662	0.99976	 6.2435e-01	 1.0003e+00	2.1461	 1.0004e+00
	 nan	0.61724	0.99976	 6.2498e-01	 1.0003e+00	2.1482	 1.0005e+00
	 nan	0.61787	0.99974	 6.2562e-01	 1.0003e+00	2.1502	 1.0005e+00
	 nan	0.6185	0.99974	 6.2626e-01	 1.0003e+00	2.1523	 1.0005e+00
	 nan	0.61913	0.99974	 6.2689e-01	 1.0003e+00	2.1543	 1.0006e+00
	 nan	0.61976	0.99974	 6.2753e-01	 1.0004e+00	2.1564	 1.0006e+00
	 nan	0.62039	0.99975	 6.2817e-01	 1.0004e+00	2.1584	 1.0006e+00
	 nan	0.62102	0.99976	 6.2881e-01	 1.0004e+00	2.1605	 1.0006e+00
	 nan	0.62165	0.99978	 6.2945e-01	 1.0004e+00	2.1625	 1.0006e+00
	 nan	0.62228	0.99979	 6.3009e-01	 1.0004e+00	2.1646	 1.0006e+00
	 nan	0.62291	0.99981	 6.3073e-01	 1.0004e+00	2.1666	 1.0006e+00
	 nan	0.62355	0.99983	 6.3137e-01	 1.0004e+00	2.1687	 1.0006e+00
	 nan	0.62418	0.99986	 6.3201e-01	 1.0004e+00	2.1707	 1.0005e+00
	 nan	0.62481	0.99989	 6.3265e-01	 1.0004e+00	2.1728	 1.0005e+00
	 nan	0.62545	0.99992	 6.3330e-01	 1.0004e+00	2.1749	 1.0004e+00
	 nan	0.62608	0.99996	 6.3394e-01	 1.0004e+00	2.177	 1.0004e+00
	 nan	0.62672	0.99998	 6.3459e-01	 1.0004e+00	2.179	 1.0004e+00
	 nan	0.62736	1.0	 6.3523e-01	 1.0005e+00	2.1811	 1.0003e+00
	 nan	0.62799	1.0	 6.3588e-01	 1.0005e+00	2.1832	 1.0003e+00
	 nan	0.62863	1.0001	 6.3652e-01	 1.0005e+00	2.1852	 1.0002e+00
	 nan	0.62927	1.0001	 6.3717e-01	 1.0005e+00	2.1873	 1.0002e+00
	 nan	0.62991	1.0001	 6.3782e-01	 1.0005e+00	2.1894	 1.0001e+00
	 nan	0.63055	1.0001	 6.3846e-01	 1.0005e+00	2.1915	 1.0001e+00
	 nan	0.63119	1.0002	 6.3911e-01	 1.0005e+00	2.1935	 1.0001e+00
	 nan	0.63183	1.0002	 6.3976e-01	 1.0005e+00	2.1956	 1.0000e+00
	 nan	0.63247	1.0002	 6.4041e-01	 1.0004e+00	2.1977	 1.0000e+00
	 nan	0.63311	1.0002	 6.4106e-01	 1.0004e+00	2.1998	 9.9997e-01
	 nan	0.63376	1.0002	 6.4171e-01	 1.0004e+00	2.2019	 9.9996e-01
	 nan	0.6344	1.0002	 6.4236e-01	 1.0004e+00	2.204	 9.9996e-01
	 nan	0.63504	1.0003	 6.4301e-01	 1.0004e+00	2.2061	 9.9996e-01
	 nan	0.63569	1.0003	 6.4367e-01	 1.0003e+00	2.2082	 9.9999e-01
	 nan	0.63633	1.0003	 6.4432e-01	 1.0003e+00	2.2102	 1.0000e+00
	 nan	0.63698	1.0003	 6.4497e-01	 1.0003e+00	2.2123	 1.0000e+00
	 nan	0.63762	1.0003	 6.4563e-01	 1.0002e+00	2.2144	 1.0001e+00
	 nan	0.63827	1.0003	 6.4628e-01	 1.0002e+00	2.2165	 1.0001e+00
	 nan	0.63892	1.0003	 6.4694e-01	 1.0002e+00	2.2187	 1.0002e+00
	 nan	0.63957	1.0003	 6.4759e-01	 1.0002e+00	2.2208	 1.0002e+00
	 nan	0.64021	1.0002	 6.4825e-01	 1.0001e+00	2.2229	 1.0003e+00
	 nan	0.64086	1.0002	 6.4891e-01	 1.0001e+00	2.225	 1.0003e+00
	 nan	0.64151	1.0002	 6.4956e-01	 1.0001e+00	2.2271	 1.0004e+00
	 nan	0.64216	1.0002	 6.5022e-01	 1.0001e+00	2.2292	 1.0004e+00
	 nan	0.64281	1.0002	 6.5088e-01	 1.0001e+00	2.2313	 1.0005e+00
	 nan	0.64346	1.0001	 6.5154e-01	 1.0001e+00	2.2334	 1.0005e+00
	 nan	0.64412	1.0001	 6.5220e-01	 1.0001e+00	2.2356	 1.0005e+00
	 nan	0.64477	1.0001	 6.5286e-01	 1.0001e+00	2.2377	 1.0006e+00
	 nan	0.64542	1.0	 6.5352e-01	 1.0000e+00	2.2398	 1.0006e+00
	 nan	0.64607	1.0	 6.5419e-01	 1.0000e+00	2.2419	 1.0007e+00
	 nan	0.64673	0.99998	 6.5485e-01	 1.0000e+00	2.2441	 1.0007e+00
	 nan	0.64738	0.99995	 6.5551e-01	 1.0000e+00	2.2462	 1.0007e+00
	 nan	0.64804	0.99993	 6.5618e-01	 1.0000e+00	2.2483	 1.0007e+00
	 nan	0.6487	0.99991	 6.5684e-01	 1.0000e+00	2.2504	 1.0007e+00
	 nan	0.64935	0.99989	 6.5751e-01	 1.0000e+00	2.2526	 1.0008e+00
	 nan	0.65001	0.99988	 6.5817e-01	 1.0000e+00	2.2547	 1.0007e+00
	 nan	0.65067	0.99986	 6.5884e-01	 1.0000e+00	2.2569	 1.0008e+00
	 nan	0.65133	0.99985	 6.5951e-01	 1.0000e+00	2.259	 1.0007e+00
	 nan	0.65199	0.99983	 6.6017e-01	 1.0000e+00	2.2612	 1.0007e+00
	 nan	0.65264	0.99981	 6.6084e-01	 1.0000e+00	2.2633	 1.0007e+00
	 nan	0.6533	0.9998	 6.6151e-01	 1.0000e+00	2.2654	 1.0007e+00
	 nan	0.65397	0.99978	 6.6218e-01	 1.0000e+00	2.2676	 1.0007e+00
	 nan	0.65463	0.99977	 6.6285e-01	 1.0000e+00	2.2697	 1.0007e+00
	 nan	0.65529	0.99974	 6.6352e-01	 1.0000e+00	2.2719	 1.0007e+00
	 nan	0.65595	0.99974	 6.6419e-01	 1.0000e+00	2.274	 1.0007e+00
	 nan	0.65661	0.99972	 6.6486e-01	 1.0000e+00	2.2762	 1.0007e+00
	 nan	0.65728	0.99972	 6.6554e-01	 1.0001e+00	2.2784	 1.0007e+00
	 nan	0.65794	0.99972	 6.6621e-01	 1.0001e+00	2.2805	 1.0007e+00
	 nan	0.65861	0.99971	 6.6688e-01	 1.0001e+00	2.2827	 1.0007e+00
	 nan	0.65927	0.99973	 6.6756e-01	 1.0001e+00	2.2848	 1.0007e+00
	 nan	0.65994	0.99973	 6.6823e-01	 1.0001e+00	2.287	 1.0007e+00
	 nan	0.6606	0.99974	 6.6891e-01	 1.0001e+00	2.2892	 1.0006e+00
	 nan	0.66127	0.99975	 6.6958e-01	 1.0001e+00	2.2913	 1.0006e+00
	 nan	0.66194	0.99976	 6.7026e-01	 1.0001e+00	2.2935	 1.0006e+00
	 nan	0.66261	0.99978	 6.7094e-01	 1.0001e+00	2.2957	 1.0006e+00
	 nan	0.66328	0.99979	 6.7162e-01	 1.0001e+00	2.2979	 1.0005e+00
	 nan	0.66395	0.99981	 6.7230e-01	 1.0001e+00	2.3	 1.0005e+00
	 nan	0.66462	0.99983	 6.7297e-01	 1.0001e+00	2.3022	 1.0005e+00
	 nan	0.66529	0.99986	 6.7366e-01	 1.0001e+00	2.3044	 1.0005e+00
	 nan	0.66596	0.99989	 6.7434e-01	 1.0001e+00	2.3066	 1.0004e+00
	 nan	0.66663	0.99993	 6.7502e-01	 1.0001e+00	2.3088	 1.0004e+00
	 nan	0.66731	0.99998	 6.7570e-01	 1.0001e+00	2.311	 1.0004e+00
	 nan	0.66798	1.0	 6.7638e-01	 1.0001e+00	2.3131	 1.0004e+00
	 nan	0.66865	1.0001	 6.7706e-01	 1.0000e+00	2.3153	 1.0004e+00
	 nan	0.66933	1.0001	 6.7775e-01	 1.0000e+00	2.3175	 1.0005e+00
	 nan	0.67	1.0002	 6.7843e-01	 1.0000e+00	2.3197	 1.0005e+00
	 nan	0.67068	1.0003	 6.7912e-01	 1.0000e+00	2.3219	 1.0005e+00
	 nan	0.67136	1.0003	 6.7980e-01	 1.0000e+00	2.3241	 1.0005e+00
	 nan	0.67203	1.0004	 6.8049e-01	 1.0000e+00	2.3263	 1.0005e+00
	 nan	0.67271	1.0005	 6.8117e-01	 1.0000e+00	2.3285	 1.0006e+00
	 nan	0.67339	1.0006	 6.8186e-01	 1.0000e+00	2.3307	 1.0006e+00
	 nan	0.67407	1.0006	 6.8255e-01	 1.0000e+00	2.3329	 1.0007e+00
	 nan	0.67475	1.0007	 6.8324e-01	 1.0000e+00	2.3351	 1.0007e+00
	 nan	0.67543	1.0008	 6.8393e-01	 1.0000e+00	2.3373	 1.0007e+00
	 nan	0.67611	1.0008	 6.8461e-01	 1.0000e+00	2.3396	 1.0007e+00
	 nan	0.67679	1.0009	 6.8530e-01	 1.0000e+00	2.3418	 1.0008e+00
	 nan	0.67747	1.0009	 6.8600e-01	 1.0000e+00	2.344	 1.0008e+00
	 nan	0.67815	1.001	 6.8669e-01	 1.0000e+00	2.3462	 1.0008e+00
	 nan	0.67884	1.001	 6.8738e-01	 1.0000e+00	2.3484	 1.0008e+00
	 nan	0.67952	1.001	 6.8807e-01	 1.0000e+00	2.3507	 1.0008e+00
	 nan	0.68021	1.0011	 6.8877e-01	 1.0000e+00	2.3529	 1.0008e+00
	 nan	0.68089	1.0011	 6.8946e-01	 1.0000e+00	2.3551	 1.0008e+00
	 nan	0.68158	1.0011	 6.9016e-01	 1.0000e+00	2.3573	 1.0008e+00
	 nan	0.68227	1.0011	 6.9085e-01	 9.9999e-01	2.3596	 1.0008e+00
	 nan	0.68295	1.0011	 6.9155e-01	 9.9998e-01	2.3618	 1.0007e+00
	 nan	0.68364	1.001	 6.9225e-01	 9.9996e-01	2.3641	 1.0007e+00
	 nan	0.68433	1.001	 6.9295e-01	 9.9995e-01	2.3663	 1.0006e+00
	 nan	0.68502	1.001	 6.9365e-01	 9.9993e-01	2.3685	 1.0006e+00
	 nan	0.68571	1.0009	 6.9434e-01	 9.9992e-01	2.3708	 1.0005e+00
	 nan	0.6864	1.0009	 6.9505e-01	 9.9991e-01	2.373	 1.0005e+00
	 nan	0.68709	1.0008	 6.9575e-01	 9.9990e-01	2.3753	 1.0005e+00
	 nan	0.68778	1.0008	 6.9645e-01	 9.9990e-01	2.3775	 1.0004e+00
	 nan	0.68847	1.0007	 6.9715e-01	 9.9989e-01	2.3798	 1.0004e+00
	 nan	0.68917	1.0006	 6.9785e-01	 9.9990e-01	2.382	 1.0003e+00
	 nan	0.68986	1.0006	 6.9855e-01	 9.9991e-01	2.3843	 1.0003e+00
	 nan	0.69055	1.0005	 6.9926e-01	 9.9992e-01	2.3865	 1.0003e+00
	 nan	0.69125	1.0005	 6.9996e-01	 9.9994e-01	2.3888	 1.0003e+00
	 nan	0.69194	1.0004	 7.0066e-01	 9.9996e-01	2.391	 1.0003e+00
	 nan	0.69264	1.0004	 7.0137e-01	 9.9998e-01	2.3933	 1.0003e+00
	 nan	0.69334	1.0003	 7.0208e-01	 1.0000e+00	2.3956	 1.0003e+00
	 nan	0.69403	1.0003	 7.0278e-01	 1.0000e+00	2.3978	 1.0002e+00
	 nan	0.69473	1.0002	 7.0349e-01	 1.0001e+00	2.4001	 1.0003e+00
	 nan	0.69543	1.0002	 7.0420e-01	 1.0001e+00	2.4024	 1.0002e+00
	 nan	0.69613	1.0002	 7.0491e-01	 1.0001e+00	2.4047	 1.0003e+00
	 nan	0.69683	1.0002	 7.0561e-01	 1.0002e+00	2.4069	 1.0003e+00
	 nan	0.69753	1.0002	 7.0632e-01	 1.0002e+00	2.4092	 1.0003e+00
	 nan	0.69823	1.0002	 7.0703e-01	 1.0002e+00	2.4115	 1.0004e+00
	 nan	0.69893	1.0002	 7.0774e-01	 1.0002e+00	2.4138	 1.0004e+00
	 nan	0.69963	1.0001	 7.0845e-01	 1.0003e+00	2.416	 1.0004e+00
	 nan	0.70033	1.0001	 7.0917e-01	 1.0003e+00	2.4183	 1.0004e+00
	 nan	0.70104	1.0001	 7.0988e-01	 1.0003e+00	2.4206	 1.0005e+00
	 nan	0.70174	1.0001	 7.1059e-01	 1.0003e+00	2.4229	 1.0005e+00
	 nan	0.70244	1.0001	 7.1131e-01	 1.0003e+00	2.4252	 1.0005e+00
	 nan	0.70315	1.0001	 7.1202e-01	 1.0003e+00	2.4275	 1.0005e+00
	 nan	0.70386	1.0001	 7.1274e-01	 1.0003e+00	2.4298	 1.0005e+00
	 nan	0.70456	1.0001	 7.1345e-01	 1.0003e+00	2.4321	 1.0006e+00
	 nan	0.70527	1.0001	 7.1417e-01	 1.0004e+00	2.4344	 1.0006e+00
	 nan	0.70598	1.0001	 7.1489e-01	 1.0003e+00	2.4367	 1.0007e+00
	 nan	0.70669	1.0002	 7.1561e-01	 1.0004e+00	2.439	 1.0007e+00
	 nan	0.70739	1.0002	 7.1633e-01	 1.0003e+00	2.4413	 1.0008e+00
	 nan	0.7081	1.0002	 7.1705e-01	 1.0003e+00	2.4436	 1.0008e+00
	 nan	0.70881	1.0002	 7.1777e-01	 1.0003e+00	2.4459	 1.0008e+00
	 nan	0.70952	1.0002	 7.1849e-01	 1.0003e+00	2.4482	 1.0009e+00
	 nan	0.71024	1.0003	 7.1921e-01	 1.0003e+00	2.4505	 1.0009e+00
	 nan	0.71095	1.0003	 7.1993e-01	 1.0003e+00	2.4529	 1.0010e+00
	 nan	0.71166	1.0003	 7.2065e-01	 1.0003e+00	2.4552	 1.0010e+00
	 nan	0.71237	1.0003	 7.2137e-01	 1.0003e+00	2.4575	 1.0010e+00
	 nan	0.71309	1.0003	 7.2210e-01	 1.0002e+00	2.4598	 1.0011e+00
	 nan	0.71381	1.0004	 7.2282e-01	 1.0002e+00	2.4621	 1.0011e+00
	 nan	0.71452	1.0004	 7.2355e-01	 1.0002e+00	2.4645	 1.0011e+00
	 nan	0.71524	1.0004	 7.2427e-01	 1.0002e+00	2.4668	 1.0011e+00
	 nan	0.71595	1.0004	 7.2500e-01	 1.0001e+00	2.4691	 1.0012e+00
	 nan	0.71667	1.0004	 7.2573e-01	 1.0001e+00	2.4715	 1.0012e+00
	 nan	0.71739	1.0004	 7.2646e-01	 1.0001e+00	2.4738	 1.0012e+00
	 nan	0.71811	1.0004	 7.2719e-01	 1.0001e+00	2.4761	 1.0012e+00
	 nan	0.71883	1.0004	 7.2791e-01	 1.0000e+00	2.4785	 1.0013e+00
	 nan	0.71955	1.0004	 7.2865e-01	 1.0000e+00	2.4808	 1.0013e+00
	 nan	0.72027	1.0003	 7.2938e-01	 9.9999e-01	2.4832	 1.0013e+00
	 nan	0.72099	1.0003	 7.3011e-01	 9.9996e-01	2.4855	 1.0013e+00
	 nan	0.72171	1.0003	 7.3084e-01	 9.9995e-01	2.4879	 1.0013e+00
	 nan	0.72244	1.0002	 7.3157e-01	 9.9992e-01	2.4902	 1.0014e+00
	 nan	0.72316	1.0002	 7.3231e-01	 9.9990e-01	2.4926	 1.0014e+00
	 nan	0.72389	1.0001	 7.3304e-01	 9.9989e-01	2.4949	 1.0014e+00
	 nan	0.72461	1.0001	 7.3377e-01	 9.9987e-01	2.4973	 1.0014e+00
	 nan	0.72534	1.0	 7.3451e-01	 9.9986e-01	2.4996	 1.0014e+00
	 nan	0.72606	0.99999	 7.3525e-01	 9.9983e-01	2.502	 1.0014e+00
	 nan	0.72679	0.99996	 7.3598e-01	 9.9982e-01	2.5044	 1.0014e+00
	 nan	0.72752	0.99994	 7.3672e-01	 9.9981e-01	2.5067	 1.0014e+00
	 nan	0.72825	0.99993	 7.3746e-01	 9.9980e-01	2.5091	 1.0014e+00
	 nan	0.72897	0.99994	 7.3820e-01	 9.9979e-01	2.5114	 1.0014e+00
	 nan	0.7297	0.99994	 7.3894e-01	 9.9977e-01	2.5138	 1.0014e+00
	 nan	0.73043	0.99998	 7.3968e-01	 9.9977e-01	2.5162	 1.0013e+00
	 nan	0.73116	1.0	 7.4042e-01	 9.9975e-01	2.5186	 1.0013e+00
	 nan	0.7319	1.0	 7.4116e-01	 9.9975e-01	2.521	 1.0012e+00
	 nan	0.73263	1.0001	 7.4190e-01	 9.9975e-01	2.5233	 1.0012e+00
	 nan	0.73336	1.0001	 7.4264e-01	 9.9975e-01	2.5257	 1.0011e+00
	 nan	0.7341	1.0002	 7.4339e-01	 9.9975e-01	2.5281	 1.0011e+00
	 nan	0.73483	1.0002	 7.4413e-01	 9.9975e-01	2.5305	 1.0010e+00
	 nan	0.73557	1.0003	 7.4487e-01	 9.9977e-01	2.5329	 1.0010e+00
	 nan	0.7363	1.0003	 7.4562e-01	 9.9977e-01	2.5353	 1.0009e+00
	 nan	0.73704	1.0004	 7.4637e-01	 9.9979e-01	2.5377	 1.0009e+00
	 nan	0.73778	1.0004	 7.4711e-01	 9.9980e-01	2.5401	 1.0008e+00
	 nan	0.73852	1.0004	 7.4786e-01	 9.9982e-01	2.5425	 1.0008e+00
	 nan	0.73925	1.0004	 7.4861e-01	 9.9983e-01	2.5449	 1.0008e+00
	 nan	0.73999	1.0005	 7.4936e-01	 9.9985e-01	2.5473	 1.0008e+00
	 nan	0.74073	1.0005	 7.5011e-01	 9.9988e-01	2.5497	 1.0008e+00
	 nan	0.74147	1.0005	 7.5086e-01	 9.9990e-01	2.5521	 1.0008e+00
	 nan	0.74221	1.0004	 7.5161e-01	 9.9993e-01	2.5545	 1.0009e+00
	 nan	0.74296	1.0004	 7.5236e-01	 9.9996e-01	2.5569	 1.0009e+00
	 nan	0.7437	1.0004	 7.5311e-01	 9.9999e-01	2.5593	 1.0009e+00
	 nan	0.74444	1.0004	 7.5386e-01	 1.0000e+00	2.5617	 1.0010e+00
	 nan	0.74519	1.0004	 7.5462e-01	 1.0001e+00	2.5641	 1.0011e+00
	 nan	0.74593	1.0004	 7.5537e-01	 1.0001e+00	2.5665	 1.0011e+00
	 nan	0.74668	1.0003	 7.5613e-01	 1.0001e+00	2.569	 1.0012e+00
	 nan	0.74742	1.0003	 7.5688e-01	 1.0002e+00	2.5714	 1.0012e+00
	 nan	0.74817	1.0003	 7.5764e-01	 1.0002e+00	2.5738	 1.0013e+00
	 nan	0.74892	1.0003	 7.5840e-01	 1.0002e+00	2.5762	 1.0014e+00
	 nan	0.74966	1.0003	 7.5915e-01	 1.0003e+00	2.5787	 1.0015e+00
	 nan	0.75041	1.0003	 7.5991e-01	 1.0003e+00	2.5811	 1.0016e+00
	 nan	0.75116	1.0003	 7.6067e-01	 1.0003e+00	2.5835	 1.0016e+00
	 nan	0.75191	1.0002	 7.6143e-01	 1.0003e+00	2.586	 1.0017e+00
	 nan	0.75266	1.0002	 7.6219e-01	 1.0003e+00	2.5884	 1.0018e+00
	 nan	0.75341	1.0002	 7.6295e-01	 1.0003e+00	2.5909	 1.0019e+00
	 nan	0.75417	1.0002	 7.6372e-01	 1.0004e+00	2.5933	 1.0020e+00
	 nan	0.75492	1.0002	 7.6448e-01	 1.0004e+00	2.5957	 1.0020e+00
	 nan	0.75567	1.0002	 7.6524e-01	 1.0004e+00	2.5982	 1.0021e+00
	 nan	0.75643	1.0002	 7.6601e-01	 1.0004e+00	2.6006	 1.0022e+00
	 nan	0.75718	1.0002	 7.6677e-01	 1.0004e+00	2.6031	 1.0023e+00
	 nan	0.75794	1.0002	 7.6753e-01	 1.0004e+00	2.6056	 1.0024e+00
	 nan	0.75869	1.0002	 7.6830e-01	 1.0004e+00	2.608	 1.0024e+00
	 nan	0.75945	1.0002	 7.6907e-01	 1.0004e+00	2.6105	 1.0025e+00
	 nan	0.76021	1.0001	 7.6984e-01	 1.0003e+00	2.6129	 1.0026e+00
	 nan	0.76097	1.0001	 7.7060e-01	 1.0003e+00	2.6154	 1.0026e+00
	 nan	0.76173	1.0001	 7.7137e-01	 1.0003e+00	2.6179	 1.0027e+00
	 nan	0.76249	1.0001	 7.7214e-01	 1.0003e+00	2.6203	 1.0027e+00
	 nan	0.76325	1.0	 7.7291e-01	 1.0003e+00	2.6228	 1.0028e+00
	 nan	0.76401	1.0	 7.7368e-01	 1.0003e+00	2.6253	 1.0028e+00
	 nan	0.76477	0.99997	 7.7445e-01	 1.0003e+00	2.6277	 1.0029e+00
	 nan	0.76553	0.99993	 7.7523e-01	 1.0002e+00	2.6302	 1.0029e+00
	 nan	0.7663	0.99989	 7.7600e-01	 1.0002e+00	2.6327	 1.0029e+00
	 nan	0.76706	0.99985	 7.7677e-01	 1.0002e+00	2.6352	 1.0029e+00
	 nan	0.76783	0.99979	 7.7755e-01	 1.0002e+00	2.6377	 1.0030e+00
	 nan	0.76859	0.99975	 7.7833e-01	 1.0002e+00	2.6401	 1.0029e+00
	 nan	0.76936	0.99969	 7.7910e-01	 1.0002e+00	2.6426	 1.0030e+00
	 nan	0.77013	0.99965	 7.7988e-01	 1.0002e+00	2.6451	 1.0029e+00
	 nan	0.77089	0.99961	 7.8066e-01	 1.0002e+00	2.6476	 1.0029e+00
	 nan	0.77166	0.99957	 7.8144e-01	 1.0002e+00	2.6501	 1.0029e+00
	 nan	0.77243	0.99955	 7.8222e-01	 1.0002e+00	2.6526	 1.0029e+00
	 nan	0.7732	0.99953	 7.8300e-01	 1.0002e+00	2.6551	 1.0029e+00
	 nan	0.77397	0.99954	 7.8378e-01	 1.0002e+00	2.6576	 1.0029e+00
	 nan	0.77474	0.99954	 7.8456e-01	 1.0002e+00	2.6601	 1.0029e+00
	 nan	0.77551	0.99956	 7.8534e-01	 1.0002e+00	2.6626	 1.0029e+00
	 nan	0.77629	0.99959	 7.8612e-01	 1.0002e+00	2.6651	 1.0029e+00
	 nan	0.77706	0.99962	 7.8691e-01	 1.0002e+00	2.6676	 1.0029e+00
	 nan	0.77784	0.99967	 7.8769e-01	 1.0002e+00	2.6701	 1.0028e+00
	 nan	0.77861	0.9997	 7.8848e-01	 1.0002e+00	2.6726	 1.0028e+00
	 nan	0.77938	0.99976	 7.8926e-01	 1.0003e+00	2.6752	 1.0028e+00
	 nan	0.78016	0.9998	 7.9005e-01	 1.0003e+00	2.6777	 1.0028e+00
	 nan	0.78094	0.99985	 7.9084e-01	 1.0003e+00	2.6802	 1.0028e+00
	 nan	0.78172	0.9999	 7.9163e-01	 1.0003e+00	2.6827	 1.0028e+00
	 nan	0.7825	0.99995	 7.9241e-01	 1.0003e+00	2.6853	 1.0027e+00
	 nan	0.78328	1.0	 7.9320e-01	 1.0003e+00	2.6878	 1.0027e+00
	 nan	0.78405	1.0001	 7.9399e-01	 1.0003e+00	2.6903	 1.0027e+00
	 nan	0.78483	1.0001	 7.9478e-01	 1.0003e+00	2.6928	 1.0026e+00
	 nan	0.78562	1.0002	 7.9558e-01	 1.0003e+00	2.6954	 1.0026e+00
	 nan	0.7864	1.0002	 7.9637e-01	 1.0003e+00	2.6979	 1.0025e+00
	 nan	0.78718	1.0002	 7.9716e-01	 1.0003e+00	2.7005	 1.0025e+00
	 nan	0.78796	1.0003	 7.9795e-01	 1.0003e+00	2.703	 1.0024e+00
	 nan	0.78875	1.0003	 7.9875e-01	 1.0003e+00	2.7056	 1.0024e+00
	 nan	0.78953	1.0003	 7.9954e-01	 1.0003e+00	2.7081	 1.0023e+00
	 nan	0.79032	1.0004	 8.0034e-01	 1.0003e+00	2.7106	 1.0023e+00
	 nan	0.7911	1.0004	 8.0114e-01	 1.0002e+00	2.7132	 1.0023e+00
	 nan	0.79189	1.0004	 8.0193e-01	 1.0002e+00	2.7157	 1.0022e+00
	 nan	0.79268	1.0004	 8.0273e-01	 1.0002e+00	2.7183	 1.0022e+00
	 nan	0.79347	1.0004	 8.0353e-01	 1.0002e+00	2.7209	 1.0022e+00
	 nan	0.79426	1.0003	 8.0433e-01	 1.0001e+00	2.7234	 1.0022e+00
	 nan	0.79505	1.0003	 8.0513e-01	 1.0001e+00	2.726	 1.0022e+00
	 nan	0.79584	1.0003	 8.0593e-01	 1.0001e+00	2.7286	 1.0022e+00
	 nan	0.79663	1.0003	 8.0673e-01	 1.0000e+00	2.7311	 1.0023e+00
	 nan	0.79742	1.0003	 8.0753e-01	 1.0000e+00	2.7337	 1.0023e+00
	 nan	0.79821	1.0002	 8.0834e-01	 9.9998e-01	2.7363	 1.0023e+00
	 nan	0.79901	1.0002	 8.0914e-01	 9.9996e-01	2.7388	 1.0024e+00
	 nan	0.7998	1.0002	 8.0994e-01	 9.9993e-01	2.7414	 1.0024e+00
	 nan	0.8006	1.0002	 8.1075e-01	 9.9990e-01	2.744	 1.0024e+00
	 nan	0.80139	1.0002	 8.1155e-01	 9.9988e-01	2.7466	 1.0025e+00
	 nan	0.80219	1.0001	 8.1236e-01	 9.9985e-01	2.7492	 1.0025e+00
	 nan	0.80298	1.0001	 8.1317e-01	 9.9983e-01	2.7517	 1.0025e+00
	 nan	0.80378	1.0001	 8.1398e-01	 9.9981e-01	2.7543	 1.0025e+00
	 nan	0.80458	1.0001	 8.1478e-01	 9.9979e-01	2.7569	 1.0026e+00
	 nan	0.80538	1.0001	 8.1559e-01	 9.9978e-01	2.7595	 1.0026e+00
	 nan	0.80618	1.0001	 8.1640e-01	 9.9976e-01	2.7621	 1.0026e+00
	 nan	0.80698	1.0001	 8.1721e-01	 9.9975e-01	2.7647	 1.0026e+00
	 nan	0.80778	1.0001	 8.1803e-01	 9.9974e-01	2.7673	 1.0026e+00
	 nan	0.80858	1.0001	 8.1884e-01	 9.9975e-01	2.7699	 1.0025e+00
	 nan	0.80939	1.0001	 8.1965e-01	 9.9975e-01	2.7725	 1.0025e+00
	 nan	0.81019	1.0002	 8.2046e-01	 9.9976e-01	2.7751	 1.0025e+00
	 nan	0.81099	1.0002	 8.2128e-01	 9.9977e-01	2.7777	 1.0024e+00
	 nan	0.8118	1.0002	 8.2210e-01	 9.9979e-01	2.7803	 1.0024e+00
	 nan	0.81261	1.0003	 8.2291e-01	 9.9982e-01	2.783	 1.0023e+00
	 nan	0.81341	1.0003	 8.2373e-01	 9.9984e-01	2.7856	 1.0023e+00
	 nan	0.81422	1.0004	 8.2454e-01	 9.9988e-01	2.7882	 1.0022e+00
	 nan	0.81503	1.0004	 8.2536e-01	 9.9991e-01	2.7908	 1.0022e+00
	 nan	0.81584	1.0005	 8.2618e-01	 9.9995e-01	2.7934	 1.0021e+00
	 nan	0.81665	1.0006	 8.2700e-01	 9.9998e-01	2.7961	 1.0021e+00
	 nan	0.81746	1.0006	 8.2782e-01	 1.0000e+00	2.7987	 1.0021e+00
	 nan	0.81827	1.0007	 8.2865e-01	 1.0000e+00	2.8013	 1.0021e+00
	 nan	0.81908	1.0007	 8.2947e-01	 1.0001e+00	2.8039	 1.0021e+00
	 nan	0.81989	1.0008	 8.3029e-01	 1.0001e+00	2.8066	 1.0020e+00
	 nan	0.82071	1.0008	 8.3112e-01	 1.0001e+00	2.8092	 1.0020e+00
	 nan	0.82152	1.0009	 8.3194e-01	 1.0002e+00	2.8119	 1.0020e+00
	 nan	0.82233	1.0009	 8.3276e-01	 1.0002e+00	2.8145	 1.0020e+00
	 nan	0.82315	1.001	 8.3359e-01	 1.0002e+00	2.8171	 1.0020e+00
	 nan	0.82397	1.001	 8.3442e-01	 1.0002e+00	2.8198	 1.0020e+00
	 nan	0.82478	1.001	 8.3525e-01	 1.0003e+00	2.8224	 1.0020e+00
	 nan	0.8256	1.001	 8.3607e-01	 1.0003e+00	2.8251	 1.0020e+00
