B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_Nd_30K	rho_Nd_30K
	 nan	2.6358	0.99725	 3.4168e+00	 9.9951e-01	 1.1990e+01	 1.0034e+00
	 nan	2.6377	0.99768	 3.4193e+00	 9.9943e-01	 1.1981e+01	 1.0027e+00
	 nan	2.6396	0.99758	 3.4218e+00	 9.9939e-01	 1.1973e+01	 1.0035e+00
	 nan	2.6415	0.99662	 3.4243e+00	 9.9939e-01	 1.1964e+01	 1.0019e+00
	 nan	2.6434	0.99788	 3.4268e+00	 9.9937e-01	 1.1956e+01	 1.0026e+00
	 nan	2.6453	0.99721	 3.4293e+00	 9.9939e-01	 1.1947e+01	 1.0017e+00
	 nan	2.6472	0.99814	 3.4318e+00	 9.9939e-01	 1.1938e+01	 1.0024e+00
	 nan	2.6492	0.99721	 3.4343e+00	 9.9947e-01	 1.1930e+01	 1.0057e+00
	 nan	2.6511	0.99801	 3.4368e+00	 9.9951e-01	 1.1922e+01	 1.0154e+00
	 nan	2.653	0.99764	 3.4393e+00	 9.9953e-01	 1.1913e+01	 1.0160e+00
	 nan	2.6549	0.99755	 3.4419e+00	 9.9953e-01	 1.1904e+01	 1.0064e+00
	 nan	2.6568	0.99755	 3.4444e+00	 9.9949e-01	 1.1896e+01	 1.0074e+00
	 nan	2.6587	0.99692	 3.4469e+00	 9.9951e-01	 1.1888e+01	 1.0106e+00
	 nan	2.6607	0.99844	 3.4494e+00	 9.9953e-01	 1.1879e+01	 1.0032e+00
	 nan	2.6626	0.99735	 3.4519e+00	 9.9959e-01	 1.1871e+01	 9.9937e-01
	 nan	2.6645	0.99774	 3.4545e+00	 9.9955e-01	 1.1862e+01	 1.0062e+00
	 nan	2.6664	0.99692	 3.4570e+00	 9.9951e-01	 1.1854e+01	 9.9948e-01
	 nan	2.6684	0.99801	 3.4595e+00	 9.9945e-01	 1.1845e+01	 9.9790e-01
	 nan	2.6703	0.99761	 3.4620e+00	 9.9945e-01	 1.1837e+01	 9.9974e-01
	 nan	2.6722	0.99721	 3.4646e+00	 9.9953e-01	 1.1828e+01	 9.9933e-01
	 nan	2.6742	0.99807	 3.4671e+00	 9.9965e-01	 1.1820e+01	 9.9948e-01
	 nan	2.6761	0.99745	 3.4696e+00	 9.9977e-01	 1.1811e+01	 9.9580e-01
	 nan	2.678	0.99827	 3.4722e+00	 9.9979e-01	 1.1803e+01	 9.9889e-01
	 nan	2.68	0.99679	 3.4747e+00	 9.9979e-01	 1.1795e+01	 1.0045e+00
	 nan	2.6819	0.99781	 3.4773e+00	 9.9969e-01	 1.1786e+01	 1.0073e+00
	 nan	2.6838	0.99731	 3.4798e+00	 9.9959e-01	 1.1778e+01	 1.0039e+00
	 nan	2.6858	0.99794	 3.4824e+00	 9.9951e-01	 1.1769e+01	 9.9893e-01
	 nan	2.6877	0.99784	 3.4849e+00	 9.9949e-01	 1.1761e+01	 9.9860e-01
	 nan	2.6897	0.99698	 3.4874e+00	 9.9951e-01	 1.1753e+01	 9.9830e-01
	 nan	2.6916	0.99768	 3.4900e+00	 9.9949e-01	 1.1744e+01	 1.0002e+00
	 nan	2.6936	0.99685	 3.4926e+00	 9.9947e-01	 1.1736e+01	 1.0014e+00
	 nan	2.6955	0.99794	 3.4951e+00	 9.9941e-01	 1.1727e+01	 1.0014e+00
	 nan	2.6975	0.99685	 3.4977e+00	 9.9939e-01	 1.1719e+01	 9.9933e-01
	 nan	2.6994	0.99781	 3.5002e+00	 9.9937e-01	 1.1711e+01	 1.0003e+00
	 nan	2.7014	0.99728	 3.5028e+00	 9.9943e-01	 1.1702e+01	 1.0010e+00
	 nan	2.7033	0.99768	 3.5053e+00	 9.9949e-01	 1.1694e+01	 1.0007e+00
	 nan	2.7053	0.99764	 3.5079e+00	 9.9951e-01	 1.1686e+01	 1.0023e+00
	 nan	2.7072	0.99675	 3.5105e+00	 9.9957e-01	 1.1677e+01	 1.0009e+00
	 nan	2.7092	0.99768	 3.5130e+00	 9.9959e-01	 1.1669e+01	 1.0015e+00
	 nan	2.7111	0.99688	 3.5156e+00	 9.9959e-01	 1.1661e+01	 1.0004e+00
	 nan	2.7131	0.99817	 3.5182e+00	 9.9951e-01	 1.1652e+01	 1.0012e+00
	 nan	2.7151	0.99741	 3.5208e+00	 9.9945e-01	 1.1644e+01	 1.0011e+00
	 nan	2.717	0.99788	 3.5233e+00	 9.9939e-01	 1.1636e+01	 1.0010e+00
	 nan	2.719	0.99688	 3.5259e+00	 9.9941e-01	 1.1627e+01	 1.0022e+00
	 nan	2.721	0.99708	 3.5285e+00	 9.9947e-01	 1.1619e+01	 1.0010e+00
	 nan	2.7229	0.99771	 3.5311e+00	 9.9957e-01	 1.1611e+01	 1.0021e+00
	 nan	2.7249	0.99692	 3.5336e+00	 9.9965e-01	 1.1602e+01	 1.0008e+00
	 nan	2.7269	0.99788	 3.5362e+00	 9.9967e-01	 1.1594e+01	 1.0024e+00
	 nan	2.7288	0.99662	 3.5388e+00	 9.9969e-01	 1.1586e+01	 1.0025e+00
	 nan	2.7308	0.99814	 3.5414e+00	 9.9969e-01	 1.1578e+01	 1.0014e+00
	 nan	2.7328	0.99718	 3.5440e+00	 9.9969e-01	 1.1569e+01	 1.0010e+00
	 nan	2.7348	0.99741	 3.5466e+00	 9.9967e-01	 1.1561e+01	 1.0017e+00
	 nan	2.7367	0.99725	 3.5492e+00	 9.9963e-01	 1.1553e+01	 1.0024e+00
	 nan	2.7387	0.99738	 3.5518e+00	 9.9961e-01	 1.1545e+01	 1.0012e+00
	 nan	2.7407	0.99761	 3.5544e+00	 9.9961e-01	 1.1536e+01	 1.0033e+00
	 nan	2.7427	0.99672	 3.5570e+00	 9.9965e-01	 1.1528e+01	 1.0014e+00
	 nan	2.7447	0.99814	 3.5595e+00	 9.9969e-01	 1.1520e+01	 1.0010e+00
	 nan	2.7467	0.99721	 3.5622e+00	 9.9977e-01	 1.1512e+01	 1.0017e+00
	 nan	2.7486	0.99824	 3.5648e+00	 9.9977e-01	 1.1503e+01	 1.0021e+00
	 nan	2.7506	0.99718	 3.5674e+00	 9.9975e-01	 1.1495e+01	 1.0022e+00
	 nan	2.7526	0.99735	 3.5700e+00	 9.9969e-01	 1.1487e+01	 1.0014e+00
	 nan	2.7546	0.99741	 3.5726e+00	 9.9963e-01	 1.1479e+01	 1.0026e+00
	 nan	2.7566	0.99758	 3.5752e+00	 9.9957e-01	 1.1471e+01	 1.0011e+00
	 nan	2.7586	0.9984	 3.5778e+00	 9.9953e-01	 1.1462e+01	 1.0025e+00
	 nan	2.7606	0.99685	 3.5804e+00	 9.9953e-01	 1.1454e+01	 1.0026e+00
	 nan	2.7626	0.99794	 3.5830e+00	 9.9955e-01	 1.1446e+01	 1.0033e+00
	 nan	2.7646	0.99675	 3.5856e+00	 9.9959e-01	 1.1438e+01	 1.0022e+00
	 nan	2.7666	0.99788	 3.5883e+00	 9.9959e-01	 1.1430e+01	 1.0019e+00
	 nan	2.7686	0.99745	 3.5909e+00	 9.9961e-01	 1.1422e+01	 1.0029e+00
	 nan	2.7706	0.99705	 3.5935e+00	 9.9965e-01	 1.1413e+01	 1.0017e+00
	 nan	2.7726	0.99728	 3.5961e+00	 9.9967e-01	 1.1405e+01	 1.0030e+00
	 nan	2.7746	0.99702	 3.5988e+00	 9.9967e-01	 1.1397e+01	 1.0017e+00
	 nan	2.7766	0.99791	 3.6014e+00	 9.9961e-01	 1.1389e+01	 1.0017e+00
	 nan	2.7786	0.99662	 3.6040e+00	 9.9955e-01	 1.1381e+01	 1.0012e+00
	 nan	2.7807	0.99801	 3.6067e+00	 9.9947e-01	 1.1373e+01	 1.0019e+00
	 nan	2.7827	0.99672	 3.6093e+00	 9.9943e-01	 1.1365e+01	 1.0015e+00
	 nan	2.7847	0.99748	 3.6119e+00	 9.9945e-01	 1.1356e+01	 1.0015e+00
	 nan	2.7867	0.99718	 3.6146e+00	 9.9953e-01	 1.1348e+01	 1.0025e+00
	 nan	2.7887	0.99738	 3.6172e+00	 9.9961e-01	 1.1340e+01	 1.0010e+00
	 nan	2.7907	0.99764	 3.6199e+00	 9.9957e-01	 1.1332e+01	 1.0022e+00
	 nan	2.7928	0.99675	 3.6225e+00	 9.9949e-01	 1.1324e+01	 1.0011e+00
	 nan	2.7948	0.99794	 3.6252e+00	 9.9932e-01	 1.1316e+01	 1.0018e+00
	 nan	2.7968	0.99679	 3.6278e+00	 9.9926e-01	 1.1308e+01	 1.0010e+00
	 nan	2.7988	0.99784	 3.6305e+00	 9.9922e-01	 1.1300e+01	 1.0014e+00
	 nan	2.8009	0.99715	 3.6331e+00	 9.9930e-01	 1.1292e+01	 1.0013e+00
	 nan	2.8029	0.99761	 3.6358e+00	 9.9941e-01	 1.1284e+01	 1.0008e+00
	 nan	2.8049	0.99715	 3.6385e+00	 9.9953e-01	 1.1276e+01	 1.0028e+00
	 nan	2.807	0.99718	 3.6411e+00	 9.9961e-01	 1.1267e+01	 1.0015e+00
	 nan	2.809	0.99814	 3.6438e+00	 9.9961e-01	 1.1259e+01	 1.0025e+00
	 nan	2.811	0.99712	 3.6464e+00	 9.9961e-01	 1.1251e+01	 1.0014e+00
	 nan	2.8131	0.99801	 3.6491e+00	 9.9951e-01	 1.1243e+01	 1.0016e+00
	 nan	2.8151	0.99655	 3.6518e+00	 9.9947e-01	 1.1235e+01	 1.0013e+00
	 nan	2.8171	0.99761	 3.6544e+00	 9.9943e-01	 1.1227e+01	 1.0021e+00
	 nan	2.8192	0.99735	 3.6571e+00	 9.9945e-01	 1.1219e+01	 1.0025e+00
	 nan	2.8212	0.99764	 3.6598e+00	 9.9949e-01	 1.1211e+01	 1.0013e+00
	 nan	2.8233	0.99738	 3.6624e+00	 9.9951e-01	 1.1203e+01	 1.0022e+00
	 nan	2.8253	0.99708	 3.6651e+00	 9.9947e-01	 1.1195e+01	 1.0008e+00
	 nan	2.8274	0.99778	 3.6678e+00	 9.9937e-01	 1.1187e+01	 1.0020e+00
	 nan	2.8294	0.99715	 3.6705e+00	 9.9935e-01	 1.1179e+01	 1.0019e+00
	 nan	2.8315	0.99824	 3.6732e+00	 9.9932e-01	 1.1171e+01	 1.0022e+00
	 nan	2.8335	0.99672	 3.6759e+00	 9.9939e-01	 1.1163e+01	 1.0016e+00
	 nan	2.8356	0.99741	 3.6785e+00	 9.9945e-01	 1.1155e+01	 1.0014e+00
	 nan	2.8376	0.99708	 3.6812e+00	 9.9953e-01	 1.1147e+01	 1.0024e+00
	 nan	2.8397	0.99755	 3.6839e+00	 9.9957e-01	 1.1139e+01	 1.0010e+00
	 nan	2.8417	0.99751	 3.6866e+00	 9.9961e-01	 1.1131e+01	 1.0022e+00
	 nan	2.8438	0.99679	 3.6893e+00	 9.9959e-01	 1.1123e+01	 1.0015e+00
	 nan	2.8458	0.99801	 3.6920e+00	 9.9951e-01	 1.1115e+01	 1.0029e+00
	 nan	2.8479	0.99715	 3.6947e+00	 9.9947e-01	 1.1107e+01	 1.0013e+00
	 nan	2.85	0.99811	 3.6974e+00	 9.9945e-01	 1.1099e+01	 1.0013e+00
	 nan	2.852	0.99665	 3.7001e+00	 9.9949e-01	 1.1091e+01	 1.0019e+00
	 nan	2.8541	0.99751	 3.7028e+00	 9.9951e-01	 1.1084e+01	 1.0017e+00
	 nan	2.8562	0.99715	 3.7055e+00	 9.9947e-01	 1.1076e+01	 1.0018e+00
	 nan	2.8582	0.99688	 3.7082e+00	 9.9941e-01	 1.1068e+01	 1.0003e+00
	 nan	2.8603	0.99741	 3.7109e+00	 9.9935e-01	 1.1060e+01	 1.0017e+00
	 nan	2.8624	0.99669	 3.7136e+00	 9.9939e-01	 1.1052e+01	 1.0011e+00
	 nan	2.8644	0.99778	 3.7163e+00	 9.9945e-01	 1.1044e+01	 1.0025e+00
	 nan	2.8665	0.99731	 3.7190e+00	 9.9955e-01	 1.1036e+01	 1.0018e+00
	 nan	2.8686	0.99797	 3.7217e+00	 9.9961e-01	 1.1028e+01	 1.0017e+00
	 nan	2.8706	0.99672	 3.7244e+00	 9.9967e-01	 1.1020e+01	 1.0012e+00
	 nan	2.8727	0.99735	 3.7272e+00	 9.9967e-01	 1.1012e+01	 1.0010e+00
	 nan	2.8748	0.99738	 3.7299e+00	 9.9965e-01	 1.1004e+01	 1.0022e+00
	 nan	2.8769	0.99705	 3.7326e+00	 9.9961e-01	 1.0997e+01	 1.0006e+00
	 nan	2.8789	0.99788	 3.7353e+00	 9.9951e-01	 1.0989e+01	 1.0022e+00
	 nan	2.881	0.99692	 3.7381e+00	 9.9947e-01	 1.0981e+01	 1.0013e+00
	 nan	2.8831	0.99778	 3.7408e+00	 9.9943e-01	 1.0973e+01	 1.0021e+00
	 nan	2.8852	0.99682	 3.7435e+00	 9.9943e-01	 1.0965e+01	 1.0020e+00
	 nan	2.8873	0.99774	 3.7463e+00	 9.9943e-01	 1.0957e+01	 1.0012e+00
	 nan	2.8894	0.99705	 3.7490e+00	 9.9953e-01	 1.0949e+01	 1.0013e+00
	 nan	2.8914	0.99758	 3.7517e+00	 9.9967e-01	 1.0942e+01	 1.0008e+00
	 nan	2.8935	0.99738	 3.7545e+00	 9.9975e-01	 1.0934e+01	 1.0027e+00
	 nan	2.8956	0.99702	 3.7572e+00	 9.9975e-01	 1.0926e+01	 1.0014e+00
	 nan	2.8977	0.99801	 3.7600e+00	 9.9961e-01	 1.0918e+01	 1.0019e+00
	 nan	2.8998	0.99669	 3.7627e+00	 9.9949e-01	 1.0910e+01	 1.0007e+00
	 nan	2.9019	0.99761	 3.7654e+00	 9.9939e-01	 1.0902e+01	 1.0012e+00
	 nan	2.904	0.99679	 3.7682e+00	 9.9941e-01	 1.0895e+01	 1.0014e+00
	 nan	2.9061	0.99771	 3.7710e+00	 9.9947e-01	 1.0887e+01	 1.0015e+00
	 nan	2.9082	0.99721	 3.7737e+00	 9.9957e-01	 1.0879e+01	 1.0023e+00
	 nan	2.9103	0.99748	 3.7765e+00	 9.9965e-01	 1.0871e+01	 1.0012e+00
	 nan	2.9124	0.99788	 3.7792e+00	 9.9965e-01	 1.0864e+01	 1.0022e+00
	 nan	2.9145	0.99718	 3.7820e+00	 9.9963e-01	 1.0856e+01	 1.0012e+00
	 nan	2.9166	0.99797	 3.7848e+00	 9.9955e-01	 1.0848e+01	 1.0021e+00
	 nan	2.9187	0.99688	 3.7875e+00	 9.9953e-01	 1.0840e+01	 1.0012e+00
	 nan	2.9208	0.99788	 3.7903e+00	 9.9951e-01	 1.0832e+01	 1.0012e+00
	 nan	2.923	0.99662	 3.7931e+00	 9.9961e-01	 1.0825e+01	 1.0011e+00
	 nan	2.9251	0.99738	 3.7958e+00	 9.9971e-01	 1.0817e+01	 1.0002e+00
	 nan	2.9272	0.99728	 3.7986e+00	 9.9979e-01	 1.0809e+01	 1.0014e+00
	 nan	2.9293	0.99735	 3.8014e+00	 9.9981e-01	 1.0801e+01	 1.0013e+00
	 nan	2.9314	0.99797	 3.8042e+00	 9.9975e-01	 1.0794e+01	 1.0024e+00
	 nan	2.9336	0.99708	 3.8069e+00	 9.9967e-01	 1.0786e+01	 1.0010e+00
	 nan	2.9357	0.99804	 3.8097e+00	 9.9955e-01	 1.0778e+01	 1.0018e+00
	 nan	2.9378	0.99688	 3.8125e+00	 9.9949e-01	 1.0771e+01	 1.0011e+00
	 nan	2.9399	0.99824	 3.8153e+00	 9.9941e-01	 1.0763e+01	 1.0009e+00
	 nan	2.9421	0.99728	 3.8181e+00	 9.9943e-01	 1.0755e+01	 1.0014e+00
	 nan	2.9442	0.99738	 3.8209e+00	 9.9945e-01	 1.0747e+01	 1.0008e+00
	 nan	2.9463	0.99764	 3.8237e+00	 9.9953e-01	 1.0740e+01	 1.0019e+00
	 nan	2.9485	0.99751	 3.8265e+00	 9.9961e-01	 1.0732e+01	 1.0009e+00
	 nan	2.9506	0.99794	 3.8293e+00	 9.9963e-01	 1.0724e+01	 1.0023e+00
	 nan	2.9527	0.99672	 3.8320e+00	 9.9965e-01	 1.0717e+01	 1.0009e+00
	 nan	2.9549	0.99774	 3.8348e+00	 9.9957e-01	 1.0709e+01	 1.0012e+00
	 nan	2.957	0.99698	 3.8376e+00	 9.9953e-01	 1.0701e+01	 1.0009e+00
	 nan	2.9591	0.99821	 3.8404e+00	 9.9947e-01	 1.0694e+01	 1.0008e+00
	 nan	2.9613	0.99702	 3.8432e+00	 9.9943e-01	 1.0686e+01	 1.0013e+00
	 nan	2.9634	0.99708	 3.8460e+00	 9.9939e-01	 1.0678e+01	 1.0009e+00
	 nan	2.9656	0.99751	 3.8488e+00	 9.9939e-01	 1.0671e+01	 1.0017e+00
	 nan	2.9677	0.99715	 3.8516e+00	 9.9945e-01	 1.0663e+01	 1.0002e+00
	 nan	2.9698	0.99768	 3.8545e+00	 9.9955e-01	 1.0655e+01	 1.0022e+00
	 nan	2.972	0.99669	 3.8573e+00	 9.9963e-01	 1.0648e+01	 1.0014e+00
	 nan	2.9741	0.99814	 3.8601e+00	 9.9961e-01	 1.0640e+01	 1.0016e+00
	 nan	2.9763	0.99688	 3.8629e+00	 9.9961e-01	 1.0632e+01	 1.0017e+00
	 nan	2.9784	0.99761	 3.8657e+00	 9.9959e-01	 1.0625e+01	 1.0014e+00
	 nan	2.9806	0.99728	 3.8685e+00	 9.9957e-01	 1.0617e+01	 1.0017e+00
	 nan	2.9827	0.99745	 3.8714e+00	 9.9957e-01	 1.0610e+01	 1.0008e+00
	 nan	2.9849	0.99774	 3.8742e+00	 9.9957e-01	 1.0602e+01	 1.0022e+00
	 nan	2.987	0.99698	 3.8770e+00	 9.9961e-01	 1.0594e+01	 1.0003e+00
	 nan	2.9892	0.99781	 3.8799e+00	 9.9959e-01	 1.0587e+01	 1.0010e+00
	 nan	2.9914	0.99679	 3.8827e+00	 9.9953e-01	 1.0579e+01	 1.0006e+00
	 nan	2.9935	0.99814	 3.8855e+00	 9.9943e-01	 1.0572e+01	 1.0006e+00
	 nan	2.9957	0.99712	 3.8884e+00	 9.9941e-01	 1.0564e+01	 1.0006e+00
	 nan	2.9978	0.99745	 3.8912e+00	 9.9945e-01	 1.0556e+01	 1.0000e+00
	 nan	3.0	0.99741	 3.8940e+00	 9.9951e-01	 1.0549e+01	 1.0007e+00
	 nan	3.0022	0.99725	 3.8969e+00	 9.9957e-01	 1.0541e+01	 9.9941e-01
	 nan	3.0043	0.99807	 3.8997e+00	 9.9959e-01	 1.0534e+01	 1.0012e+00
	 nan	3.0065	0.99705	 3.9026e+00	 9.9959e-01	 1.0526e+01	 1.0009e+00
	 nan	3.0087	0.99761	 3.9054e+00	 9.9955e-01	 1.0519e+01	 1.0015e+00
	 nan	3.0108	0.99642	 3.9083e+00	 9.9955e-01	 1.0511e+01	 1.0000e+00
	 nan	3.013	0.99771	 3.9111e+00	 9.9951e-01	 1.0504e+01	 1.0008e+00
	 nan	3.0152	0.99705	 3.9140e+00	 9.9951e-01	 1.0496e+01	 1.0021e+00
	 nan	3.0174	0.99738	 3.9168e+00	 9.9949e-01	 1.0488e+01	 1.0008e+00
	 nan	3.0195	0.99731	 3.9197e+00	 9.9945e-01	 1.0481e+01	 1.0013e+00
	 nan	3.0217	0.99708	 3.9225e+00	 9.9945e-01	 1.0473e+01	 9.9992e-01
	 nan	3.0239	0.99801	 3.9254e+00	 9.9947e-01	 1.0466e+01	 1.0011e+00
	 nan	3.0261	0.99738	 3.9283e+00	 9.9955e-01	 1.0458e+01	 1.0001e+00
	 nan	3.0283	0.99867	 3.9311e+00	 9.9959e-01	 1.0451e+01	 1.0008e+00
	 nan	3.0305	0.99712	 3.9340e+00	 9.9963e-01	 1.0443e+01	 1.0003e+00
	 nan	3.0326	0.99731	 3.9369e+00	 9.9965e-01	 1.0436e+01	 1.0003e+00
	 nan	3.0348	0.99688	 3.9397e+00	 9.9969e-01	 1.0428e+01	 1.0011e+00
	 nan	3.037	0.99764	 3.9426e+00	 9.9967e-01	 1.0421e+01	 9.9978e-01
	 nan	3.0392	0.99817	 3.9455e+00	 9.9965e-01	 1.0413e+01	 1.0011e+00
	 nan	3.0414	0.99748	 3.9484e+00	 9.9961e-01	 1.0406e+01	 1.0001e+00
	 nan	3.0436	0.9983	 3.9513e+00	 9.9959e-01	 1.0398e+01	 1.0007e+00
	 nan	3.0458	0.99735	 3.9541e+00	 9.9967e-01	 1.0391e+01	 9.9952e-01
	 nan	3.048	0.99804	 3.9570e+00	 9.9969e-01	 1.0384e+01	 1.0004e+00
	 nan	3.0502	0.99679	 3.9599e+00	 9.9973e-01	 1.0376e+01	 1.0002e+00
	 nan	3.0524	0.99758	 3.9628e+00	 9.9973e-01	 1.0369e+01	 9.9974e-01
	 nan	3.0546	0.99738	 3.9657e+00	 9.9975e-01	 1.0361e+01	 1.0007e+00
	 nan	3.0568	0.99748	 3.9686e+00	 9.9973e-01	 1.0354e+01	 9.9952e-01
	 nan	3.059	0.99781	 3.9715e+00	 9.9967e-01	 1.0346e+01	 1.0008e+00
	 nan	3.0613	0.99708	 3.9744e+00	 9.9965e-01	 1.0339e+01	 9.9952e-01
	 nan	3.0635	0.99784	 3.9773e+00	 9.9961e-01	 1.0331e+01	 1.0007e+00
	 nan	3.0657	0.99655	 3.9802e+00	 9.9963e-01	 1.0324e+01	 1.0003e+00
	 nan	3.0679	0.99748	 3.9831e+00	 9.9961e-01	 1.0317e+01	 1.0004e+00
	 nan	3.0701	0.99672	 3.9860e+00	 9.9959e-01	 1.0309e+01	 1.0003e+00
	 nan	3.0723	0.99718	 3.9889e+00	 9.9955e-01	 1.0302e+01	 9.9941e-01
	 nan	3.0745	0.99688	 3.9918e+00	 9.9953e-01	 1.0294e+01	 1.0003e+00
	 nan	3.0768	0.99705	 3.9947e+00	 9.9953e-01	 1.0287e+01	 9.9955e-01
	 nan	3.079	0.99804	 3.9976e+00	 9.9953e-01	 1.0280e+01	 1.0010e+00
	 nan	3.0812	0.99715	 4.0006e+00	 9.9959e-01	 1.0272e+01	 1.0000e+00
	 nan	3.0834	0.99794	 4.0035e+00	 9.9963e-01	 1.0265e+01	 1.0009e+00
	 nan	3.0857	0.99692	 4.0064e+00	 9.9969e-01	 1.0258e+01	 1.0004e+00
	 nan	3.0879	0.99781	 4.0093e+00	 9.9971e-01	 1.0250e+01	 9.9959e-01
	 nan	3.0901	0.99688	 4.0122e+00	 9.9975e-01	 1.0243e+01	 1.0002e+00
	 nan	3.0924	0.99715	 4.0152e+00	 9.9973e-01	 1.0235e+01	 9.9992e-01
	 nan	3.0946	0.99712	 4.0181e+00	 9.9971e-01	 1.0228e+01	 1.0009e+00
	 nan	3.0968	0.99718	 4.0210e+00	 9.9973e-01	 1.0221e+01	 9.9955e-01
	 nan	3.0991	0.99804	 4.0240e+00	 9.9971e-01	 1.0213e+01	 1.0007e+00
	 nan	3.1013	0.99702	 4.0269e+00	 9.9971e-01	 1.0206e+01	 9.9967e-01
	 nan	3.1036	0.99827	 4.0298e+00	 9.9965e-01	 1.0199e+01	 1.0006e+00
	 nan	3.1058	0.99672	 4.0328e+00	 9.9961e-01	 1.0191e+01	 1.0005e+00
	 nan	3.108	0.99731	 4.0357e+00	 9.9951e-01	 1.0184e+01	 1.0003e+00
	 nan	3.1103	0.99698	 4.0387e+00	 9.9945e-01	 1.0177e+01	 1.0008e+00
	 nan	3.1125	0.99745	 4.0416e+00	 9.9939e-01	 1.0169e+01	 1.0000e+00
	 nan	3.1148	0.99784	 4.0446e+00	 9.9941e-01	 1.0162e+01	 1.0012e+00
	 nan	3.117	0.99692	 4.0475e+00	 9.9951e-01	 1.0155e+01	 9.9952e-01
	 nan	3.1193	0.99758	 4.0505e+00	 9.9959e-01	 1.0147e+01	 1.0009e+00
	 nan	3.1215	0.99705	 4.0534e+00	 9.9967e-01	 1.0140e+01	 1.0001e+00
	 nan	3.1238	0.99774	 4.0564e+00	 9.9969e-01	 1.0133e+01	 1.0002e+00
	 nan	3.1261	0.99626	 4.0593e+00	 9.9967e-01	 1.0126e+01	 1.0004e+00
	 nan	3.1283	0.99755	 4.0623e+00	 9.9961e-01	 1.0118e+01	 9.9989e-01
	 nan	3.1306	0.99735	 4.0653e+00	 9.9957e-01	 1.0111e+01	 1.0003e+00
	 nan	3.1328	0.99741	 4.0682e+00	 9.9951e-01	 1.0104e+01	 9.9974e-01
	 nan	3.1351	0.99788	 4.0712e+00	 9.9943e-01	 1.0097e+01	 1.0011e+00
	 nan	3.1374	0.99688	 4.0742e+00	 9.9939e-01	 1.0089e+01	 1.0008e+00
	 nan	3.1396	0.99755	 4.0771e+00	 9.9935e-01	 1.0082e+01	 1.0056e+00
	 nan	3.1419	0.99619	 4.0801e+00	 9.9937e-01	 1.0075e+01	 1.0049e+00
	 nan	3.1441	0.99771	 4.0831e+00	 9.9937e-01	 1.0068e+01	 9.9215e-01
	 nan	3.1464	0.99721	 4.0861e+00	 9.9941e-01	 1.0060e+01	 9.9473e-01
	 nan	3.1487	0.99771	 4.0890e+00	 9.9947e-01	 1.0053e+01	 9.9617e-01
	 nan	3.151	0.99755	 4.0920e+00	 9.9955e-01	 1.0046e+01	 9.9602e-01
	 nan	3.1532	0.99702	 4.0950e+00	 9.9959e-01	 1.0039e+01	 1.0102e+00
	 nan	3.1555	0.99741	 4.0980e+00	 9.9957e-01	 1.0031e+01	 1.0068e+00
	 nan	3.1578	0.99708	 4.1010e+00	 9.9955e-01	 1.0024e+01	 1.0057e+00
	 nan	3.1601	0.9983	 4.1040e+00	 9.9949e-01	 1.0017e+01	 1.0026e+00
	 nan	3.1624	0.99705	 4.1070e+00	 9.9947e-01	 1.0010e+01	 9.9642e-01
	 nan	3.1646	0.99807	 4.1100e+00	 9.9947e-01	 1.0003e+01	 9.9952e-01
	 nan	3.1669	0.99708	 4.1130e+00	 9.9951e-01	 9.9954e+00	 1.0035e+00
	 nan	3.1692	0.99725	 4.1160e+00	 9.9955e-01	 9.9882e+00	 1.0022e+00
	 nan	3.1715	0.99735	 4.1190e+00	 9.9957e-01	 9.9810e+00	 9.9955e-01
	 nan	3.1738	0.99708	 4.1220e+00	 9.9957e-01	 9.9738e+00	 1.0005e+00
	 nan	3.1761	0.99771	 4.1250e+00	 9.9949e-01	 9.9667e+00	 1.0031e+00
	 nan	3.1784	0.99669	 4.1280e+00	 9.9941e-01	 9.9595e+00	 1.0003e+00
	 nan	3.1807	0.99755	 4.1310e+00	 9.9928e-01	 9.9523e+00	 1.0013e+00
	 nan	3.183	0.99662	 4.1340e+00	 9.9930e-01	 9.9451e+00	 1.0005e+00
	 nan	3.1853	0.99827	 4.1370e+00	 9.9937e-01	 9.9380e+00	 9.9635e-01
	 nan	3.1876	0.99755	 4.1400e+00	 9.9949e-01	 9.9309e+00	 9.9646e-01
	 nan	3.1899	0.99721	 4.1430e+00	 9.9959e-01	 9.9237e+00	 9.9808e-01
	 nan	3.1922	0.99761	 4.1461e+00	 9.9963e-01	 9.9166e+00	 9.9911e-01
	 nan	3.1945	0.99702	 4.1491e+00	 9.9963e-01	 9.9094e+00	 9.9631e-01
	 nan	3.1968	0.99814	 4.1521e+00	 9.9961e-01	 9.9023e+00	 9.9845e-01
	 nan	3.1991	0.99721	 4.1551e+00	 9.9963e-01	 9.8952e+00	 9.9959e-01
	 nan	3.2014	0.99837	 4.1582e+00	 9.9961e-01	 9.8881e+00	 1.0015e+00
	 nan	3.2037	0.99679	 4.1612e+00	 9.9963e-01	 9.8810e+00	 1.0009e+00
	 nan	3.2061	0.99748	 4.1642e+00	 9.9963e-01	 9.8738e+00	 9.9845e-01
	 nan	3.2084	0.99728	 4.1673e+00	 9.9967e-01	 9.8667e+00	 9.9723e-01
	 nan	3.2107	0.99705	 4.1703e+00	 9.9971e-01	 9.8596e+00	 9.9447e-01
