B_4K	rho_4K	B_40K	rho_40K	B_80K	rho_80K	B_Nd_30K	rho_Nd_30K
84.382	 1.3811e+00	2.18	0.99748	 2.8182e+00	 9.9967e-01	 1.4444e+01	 1.0054e+00
84.387	 1.3806e+00	2.1815	0.99768	 2.8202e+00	 9.9963e-01	 1.4433e+01	 1.0049e+00
84.392	 1.3798e+00	2.1831	0.99781	 2.8223e+00	 9.9957e-01	 1.4423e+01	 1.0065e+00
84.397	 1.3786e+00	2.1847	0.99771	 2.8244e+00	 9.9955e-01	 1.4413e+01	 1.0054e+00
84.402	 1.3776e+00	2.1862	0.99797	 2.8265e+00	 9.9955e-01	 1.4403e+01	 1.0067e+00
84.407	 1.3769e+00	2.1878	0.99652	 2.8285e+00	 9.9961e-01	 1.4393e+01	 1.0051e+00
84.412	 1.3768e+00	2.1894	0.99801	 2.8306e+00	 9.9963e-01	 1.4383e+01	 1.0047e+00
84.417	 1.3770e+00	2.191	0.99738	 2.8327e+00	 9.9969e-01	 1.4373e+01	 1.0046e+00
84.421	 1.3774e+00	2.1926	0.99821	 2.8348e+00	 9.9971e-01	 1.4363e+01	 1.0054e+00
84.426	 1.3776e+00	2.1941	0.99725	 2.8368e+00	 9.9973e-01	 1.4352e+01	 1.0067e+00
84.431	 1.3775e+00	2.1957	0.99751	 2.8389e+00	 9.9975e-01	 1.4342e+01	 1.0062e+00
84.435	 1.3769e+00	2.1973	0.99824	 2.8410e+00	 9.9971e-01	 1.4332e+01	 1.0070e+00
84.44	 1.3762e+00	2.1989	0.99741	 2.8431e+00	 9.9969e-01	 1.4322e+01	 1.0052e+00
84.444	 1.3756e+00	2.2005	0.99788	 2.8452e+00	 9.9965e-01	 1.4312e+01	 1.0067e+00
84.449	 1.3755e+00	2.2021	0.99705	 2.8473e+00	 9.9967e-01	 1.4302e+01	 1.0056e+00
84.453	 1.3759e+00	2.2037	0.99827	 2.8494e+00	 9.9967e-01	 1.4292e+01	 1.0054e+00
84.457	 1.3768e+00	2.2052	0.99712	 2.8515e+00	 9.9963e-01	 1.4282e+01	 1.0052e+00
84.461	 1.3779e+00	2.2068	0.99801	 2.8535e+00	 9.9955e-01	 1.4272e+01	 1.0051e+00
84.466	 1.3788e+00	2.2084	0.99768	 2.8556e+00	 9.9945e-01	 1.4262e+01	 1.0053e+00
84.47	 1.3793e+00	2.21	0.99755	 2.8577e+00	 9.9941e-01	 1.4252e+01	 1.0041e+00
84.474	 1.3794e+00	2.2116	0.99781	 2.8598e+00	 9.9945e-01	 1.4242e+01	 1.0059e+00
84.478	 1.3794e+00	2.2132	0.99721	 2.8619e+00	 9.9955e-01	 1.4232e+01	 1.0050e+00
84.482	 1.3795e+00	2.2148	0.99811	 2.8640e+00	 9.9963e-01	 1.4222e+01	 1.0050e+00
84.486	 1.3800e+00	2.2164	0.99636	 2.8661e+00	 9.9971e-01	 1.4212e+01	 1.0049e+00
84.49	 1.3809e+00	2.218	0.99735	 2.8682e+00	 9.9969e-01	 1.4202e+01	 1.0061e+00
84.494	 1.3823e+00	2.2196	0.99682	 2.8703e+00	 9.9965e-01	 1.4192e+01	 1.0060e+00
84.498	 1.3837e+00	2.2212	0.99761	 2.8724e+00	 9.9961e-01	 1.4182e+01	 1.0049e+00
84.502	 1.3849e+00	2.2228	0.99735	 2.8746e+00	 9.9955e-01	 1.4172e+01	 1.0058e+00
84.505	 1.3855e+00	2.2244	0.99751	 2.8767e+00	 9.9949e-01	 1.4162e+01	 1.0046e+00
84.509	 1.3858e+00	2.226	0.99807	 2.8788e+00	 9.9941e-01	 1.4152e+01	 1.0061e+00
84.513	 1.3856e+00	2.2276	0.99692	 2.8809e+00	 9.9943e-01	 1.4142e+01	 1.0053e+00
84.516	 1.3855e+00	2.2292	0.99844	 2.8830e+00	 9.9945e-01	 1.4132e+01	 1.0057e+00
84.52	 1.3857e+00	2.2309	0.99748	 2.8851e+00	 9.9951e-01	 1.4122e+01	 1.0045e+00
84.524	 1.3863e+00	2.2325	0.99807	 2.8872e+00	 9.9959e-01	 1.4112e+01	 1.0041e+00
84.527	 1.3871e+00	2.2341	0.99764	 2.8893e+00	 9.9965e-01	 1.4102e+01	 1.0052e+00
84.53	 1.3879e+00	2.2357	0.99824	 2.8915e+00	 9.9965e-01	 1.4092e+01	 1.0047e+00
84.534	 1.3883e+00	2.2373	0.99797	 2.8936e+00	 9.9961e-01	 1.4082e+01	 1.0054e+00
84.537	 1.3881e+00	2.2389	0.99738	 2.8957e+00	 9.9953e-01	 1.4072e+01	 1.0038e+00
84.54	 1.3875e+00	2.2405	0.9984	 2.8978e+00	 9.9945e-01	 1.4062e+01	 1.0053e+00
84.544	 1.3864e+00	2.2421	0.99764	 2.8999e+00	 9.9949e-01	 1.4053e+01	 1.0046e+00
84.547	 1.3854e+00	2.2438	0.99824	 2.9021e+00	 9.9955e-01	 1.4043e+01	 1.0041e+00
84.55	 1.3847e+00	2.2454	0.99688	 2.9042e+00	 9.9963e-01	 1.4033e+01	 1.0040e+00
84.553	 1.3843e+00	2.247	0.99768	 2.9063e+00	 9.9963e-01	 1.4023e+01	 1.0051e+00
84.556	 1.3843e+00	2.2486	0.99731	 2.9085e+00	 9.9969e-01	 1.4013e+01	 1.0059e+00
84.559	 1.3842e+00	2.2502	0.99794	 2.9106e+00	 9.9981e-01	 1.4003e+01	 1.0041e+00
84.562	 1.3838e+00	2.2519	0.99817	 2.9127e+00	 9.9991e-01	 1.3993e+01	 1.0053e+00
84.565	 1.3830e+00	2.2535	0.99725	 2.9149e+00	 9.9995e-01	 1.3983e+01	 1.0041e+00
84.568	 1.3817e+00	2.2551	0.99781	 2.9170e+00	 9.9979e-01	 1.3974e+01	 1.0051e+00
84.571	 1.3802e+00	2.2567	0.99669	 2.9192e+00	 9.9949e-01	 1.3964e+01	 1.0040e+00
84.574	 1.3789e+00	2.2584	0.99811	 2.9213e+00	 9.9918e-01	 1.3954e+01	 1.0047e+00
84.576	 1.3780e+00	2.26	0.99745	 2.9234e+00	 9.9902e-01	 1.3944e+01	 1.0047e+00
84.579	 1.3777e+00	2.2616	0.99811	 2.9256e+00	 9.9900e-01	 1.3934e+01	 1.0042e+00
84.582	 1.3777e+00	2.2632	0.99745	 2.9277e+00	 9.9916e-01	 1.3924e+01	 1.0051e+00
84.584	 1.3780e+00	2.2649	0.99764	 2.9299e+00	 9.9945e-01	 1.3915e+01	 1.0039e+00
84.587	 1.3781e+00	2.2665	0.99821	 2.9320e+00	 9.9965e-01	 1.3905e+01	 1.0047e+00
84.589	 1.3778e+00	2.2681	0.99675	 2.9342e+00	 9.9967e-01	 1.3895e+01	 1.0039e+00
84.592	 1.3772e+00	2.2698	0.99764	 2.9363e+00	 9.9945e-01	 1.3885e+01	 1.0054e+00
84.594	 1.3765e+00	2.2714	0.99685	 2.9385e+00	 9.9926e-01	 1.3875e+01	 1.0047e+00
84.596	 1.3761e+00	2.2731	0.99807	 2.9407e+00	 9.9922e-01	 1.3866e+01	 1.0056e+00
84.599	 1.3761e+00	2.2747	0.99731	 2.9428e+00	 9.9937e-01	 1.3856e+01	 1.0058e+00
84.601	 1.3767e+00	2.2763	0.99768	 2.9450e+00	 9.9955e-01	 1.3846e+01	 1.0045e+00
84.603	 1.3777e+00	2.278	0.99748	 2.9471e+00	 9.9967e-01	 1.3836e+01	 1.0055e+00
84.605	 1.3788e+00	2.2796	0.99735	 2.9493e+00	 9.9971e-01	 1.3827e+01	 1.0041e+00
84.607	 1.3798e+00	2.2813	0.99807	 2.9515e+00	 9.9963e-01	 1.3817e+01	 1.0056e+00
84.609	 1.3802e+00	2.2829	0.99698	 2.9536e+00	 9.9955e-01	 1.3807e+01	 1.0049e+00
84.611	 1.3802e+00	2.2845	0.9983	 2.9558e+00	 9.9947e-01	 1.3797e+01	 1.0055e+00
	 nan	2.2862	0.99705	 2.9580e+00	 9.9949e-01	 1.3788e+01	 1.0049e+00
	 nan	2.2878	0.99725	 2.9601e+00	 9.9951e-01	 1.3778e+01	 1.0052e+00
	 nan	2.2895	0.99708	 2.9623e+00	 9.9955e-01	 1.3768e+01	 1.0056e+00
	 nan	2.2911	0.99784	 2.9645e+00	 9.9957e-01	 1.3758e+01	 1.0047e+00
	 nan	2.2928	0.99758	 2.9666e+00	 9.9953e-01	 1.3749e+01	 1.0053e+00
	 nan	2.2945	0.99738	 2.9688e+00	 9.9953e-01	 1.3739e+01	 1.0041e+00
	 nan	2.2961	0.99837	 2.9710e+00	 9.9951e-01	 1.3729e+01	 1.0063e+00
	 nan	2.2978	0.99698	 2.9732e+00	 9.9955e-01	 1.3720e+01	 1.0051e+00
	 nan	2.2994	0.99784	 2.9754e+00	 9.9955e-01	 1.3710e+01	 1.0047e+00
	 nan	2.3011	0.99688	 2.9775e+00	 9.9961e-01	 1.3700e+01	 1.0050e+00
	 nan	2.3027	0.99804	 2.9797e+00	 9.9961e-01	 1.3691e+01	 1.0045e+00
	 nan	2.3044	0.99755	 2.9819e+00	 9.9963e-01	 1.3681e+01	 1.0049e+00
	 nan	2.3061	0.99764	 2.9841e+00	 9.9959e-01	 1.3671e+01	 1.0047e+00
	 nan	2.3077	0.99801	 2.9863e+00	 9.9957e-01	 1.3662e+01	 1.0053e+00
	 nan	2.3094	0.99745	 2.9885e+00	 9.9959e-01	 1.3652e+01	 1.0039e+00
	 nan	2.3111	0.99827	 2.9907e+00	 9.9957e-01	 1.3642e+01	 1.0056e+00
	 nan	2.3127	0.99669	 2.9929e+00	 9.9955e-01	 1.3633e+01	 1.0042e+00
	 nan	2.3144	0.99788	 2.9951e+00	 9.9951e-01	 1.3623e+01	 1.0039e+00
	 nan	2.3161	0.99738	 2.9973e+00	 9.9951e-01	 1.3614e+01	 1.0045e+00
	 nan	2.3177	0.9984	 2.9995e+00	 9.9949e-01	 1.3604e+01	 1.0049e+00
	 nan	2.3194	0.99811	 3.0017e+00	 9.9949e-01	 1.3594e+01	 1.0059e+00
	 nan	2.3211	0.99755	 3.0039e+00	 9.9953e-01	 1.3585e+01	 1.0041e+00
	 nan	2.3228	0.99761	 3.0061e+00	 9.9957e-01	 1.3575e+01	 1.0050e+00
	 nan	2.3244	0.99735	 3.0083e+00	 9.9965e-01	 1.3566e+01	 1.0043e+00
	 nan	2.3261	0.99877	 3.0105e+00	 9.9967e-01	 1.3556e+01	 1.0052e+00
	 nan	2.3278	0.99728	 3.0127e+00	 9.9973e-01	 1.3546e+01	 1.0042e+00
	 nan	2.3295	0.99807	 3.0149e+00	 9.9971e-01	 1.3537e+01	 1.0050e+00
	 nan	2.3311	0.99712	 3.0171e+00	 9.9967e-01	 1.3527e+01	 1.0053e+00
	 nan	2.3328	0.99728	 3.0193e+00	 9.9959e-01	 1.3518e+01	 1.0043e+00
	 nan	2.3345	0.99738	 3.0215e+00	 9.9951e-01	 1.3508e+01	 1.0049e+00
	 nan	2.3362	0.99741	 3.0237e+00	 9.9945e-01	 1.3499e+01	 1.0033e+00
	 nan	2.3379	0.99784	 3.0259e+00	 9.9941e-01	 1.3489e+01	 1.0054e+00
	 nan	2.3396	0.99682	 3.0281e+00	 9.9943e-01	 1.3480e+01	 1.0048e+00
	 nan	2.3413	0.99821	 3.0304e+00	 9.9941e-01	 1.3470e+01	 1.0052e+00
	 nan	2.3429	0.99705	 3.0326e+00	 9.9943e-01	 1.3461e+01	 1.0045e+00
	 nan	2.3446	0.99807	 3.0348e+00	 9.9945e-01	 1.3451e+01	 1.0047e+00
	 nan	2.3463	0.99718	 3.0370e+00	 9.9951e-01	 1.3442e+01	 1.0046e+00
	 nan	2.348	0.99764	 3.0392e+00	 9.9959e-01	 1.3432e+01	 1.0038e+00
	 nan	2.3497	0.99791	 3.0415e+00	 9.9967e-01	 1.3423e+01	 1.0055e+00
	 nan	2.3514	0.99725	 3.0437e+00	 9.9973e-01	 1.3413e+01	 1.0043e+00
	 nan	2.3531	0.99768	 3.0459e+00	 9.9969e-01	 1.3404e+01	 1.0057e+00
	 nan	2.3548	0.99688	 3.0482e+00	 9.9963e-01	 1.3394e+01	 1.0045e+00
	 nan	2.3565	0.99837	 3.0504e+00	 9.9951e-01	 1.3385e+01	 1.0042e+00
	 nan	2.3582	0.99708	 3.0526e+00	 9.9949e-01	 1.3375e+01	 1.0040e+00
	 nan	2.3599	0.99821	 3.0549e+00	 9.9945e-01	 1.3366e+01	 1.0041e+00
	 nan	2.3616	0.99804	 3.0571e+00	 9.9947e-01	 1.3356e+01	 1.0047e+00
	 nan	2.3633	0.99768	 3.0593e+00	 9.9947e-01	 1.3347e+01	 1.0036e+00
	 nan	2.365	0.99774	 3.0616e+00	 9.9947e-01	 1.3337e+01	 1.0049e+00
	 nan	2.3667	0.99738	 3.0638e+00	 9.9947e-01	 1.3328e+01	 1.0038e+00
	 nan	2.3685	0.99807	 3.0661e+00	 9.9941e-01	 1.3318e+01	 1.0050e+00
	 nan	2.3702	0.99679	 3.0683e+00	 9.9943e-01	 1.3309e+01	 1.0043e+00
	 nan	2.3719	0.99837	 3.0706e+00	 9.9943e-01	 1.3300e+01	 1.0045e+00
	 nan	2.3736	0.99721	 3.0728e+00	 9.9949e-01	 1.3290e+01	 1.0047e+00
	 nan	2.3753	0.99768	 3.0751e+00	 9.9955e-01	 1.3281e+01	 1.0041e+00
	 nan	2.377	0.99745	 3.0773e+00	 9.9957e-01	 1.3271e+01	 1.0047e+00
	 nan	2.3788	0.99728	 3.0796e+00	 9.9957e-01	 1.3262e+01	 1.0033e+00
	 nan	2.3805	0.99768	 3.0818e+00	 9.9957e-01	 1.3253e+01	 1.0050e+00
	 nan	2.3822	0.99695	 3.0841e+00	 9.9961e-01	 1.3243e+01	 1.0042e+00
	 nan	2.3839	0.99821	 3.0864e+00	 9.9967e-01	 1.3234e+01	 1.0047e+00
	 nan	2.3857	0.99705	 3.0886e+00	 9.9969e-01	 1.3225e+01	 1.0042e+00
	 nan	2.3874	0.99811	 3.0909e+00	 9.9965e-01	 1.3215e+01	 1.0041e+00
	 nan	2.3891	0.99728	 3.0931e+00	 9.9963e-01	 1.3206e+01	 1.0045e+00
	 nan	2.3908	0.99764	 3.0954e+00	 9.9959e-01	 1.3196e+01	 1.0040e+00
	 nan	2.3926	0.99778	 3.0977e+00	 9.9957e-01	 1.3187e+01	 1.0050e+00
	 nan	2.3943	0.99758	 3.0999e+00	 9.9955e-01	 1.3178e+01	 1.0038e+00
	 nan	2.396	0.99794	 3.1022e+00	 9.9951e-01	 1.3168e+01	 1.0049e+00
	 nan	2.3978	0.99695	 3.1045e+00	 9.9951e-01	 1.3159e+01	 1.0043e+00
	 nan	2.3995	0.99821	 3.1068e+00	 9.9945e-01	 1.3150e+01	 1.0054e+00
	 nan	2.4012	0.99698	 3.1090e+00	 9.9945e-01	 1.3141e+01	 1.0049e+00
	 nan	2.403	0.99817	 3.1113e+00	 9.9945e-01	 1.3131e+01	 1.0045e+00
	 nan	2.4047	0.99745	 3.1136e+00	 9.9947e-01	 1.3122e+01	 1.0051e+00
	 nan	2.4064	0.99738	 3.1159e+00	 9.9947e-01	 1.3113e+01	 1.0045e+00
	 nan	2.4082	0.99748	 3.1182e+00	 9.9947e-01	 1.3103e+01	 1.0056e+00
	 nan	2.4099	0.99708	 3.1204e+00	 9.9949e-01	 1.3094e+01	 1.0045e+00
	 nan	2.4117	0.99807	 3.1227e+00	 9.9949e-01	 1.3085e+01	 1.0052e+00
	 nan	2.4134	0.99705	 3.1250e+00	 9.9955e-01	 1.3076e+01	 1.0036e+00
	 nan	2.4152	0.99797	 3.1273e+00	 9.9957e-01	 1.3066e+01	 1.0036e+00
	 nan	2.4169	0.99698	 3.1296e+00	 9.9961e-01	 1.3057e+01	 1.0043e+00
	 nan	2.4186	0.99794	 3.1319e+00	 9.9961e-01	 1.3048e+01	 1.0046e+00
	 nan	2.4204	0.99761	 3.1342e+00	 9.9957e-01	 1.3039e+01	 1.0049e+00
	 nan	2.4221	0.99741	 3.1365e+00	 9.9953e-01	 1.3029e+01	 1.0031e+00
	 nan	2.4239	0.99755	 3.1388e+00	 9.9949e-01	 1.3020e+01	 1.0043e+00
	 nan	2.4256	0.99692	 3.1411e+00	 9.9949e-01	 1.3011e+01	 1.0029e+00
	 nan	2.4274	0.99847	 3.1434e+00	 9.9953e-01	 1.3002e+01	 1.0043e+00
	 nan	2.4291	0.99764	 3.1457e+00	 9.9961e-01	 1.2992e+01	 1.0037e+00
	 nan	2.4309	0.99817	 3.1480e+00	 9.9961e-01	 1.2983e+01	 1.0037e+00
	 nan	2.4327	0.99695	 3.1503e+00	 9.9961e-01	 1.2974e+01	 1.0044e+00
	 nan	2.4344	0.99741	 3.1526e+00	 9.9955e-01	 1.2965e+01	 1.0036e+00
	 nan	2.4362	0.99738	 3.1549e+00	 9.9945e-01	 1.2956e+01	 1.0050e+00
	 nan	2.4379	0.99738	 3.1572e+00	 9.9937e-01	 1.2946e+01	 1.0034e+00
	 nan	2.4397	0.99784	 3.1596e+00	 9.9930e-01	 1.2937e+01	 1.0046e+00
	 nan	2.4415	0.99675	 3.1619e+00	 9.9935e-01	 1.2928e+01	 1.0036e+00
	 nan	2.4432	0.99807	 3.1642e+00	 9.9939e-01	 1.2919e+01	 1.0047e+00
	 nan	2.445	0.99725	 3.1665e+00	 9.9949e-01	 1.2910e+01	 1.0040e+00
	 nan	2.4468	0.99821	 3.1688e+00	 9.9955e-01	 1.2901e+01	 1.0044e+00
	 nan	2.4485	0.99745	 3.1712e+00	 9.9959e-01	 1.2892e+01	 1.0048e+00
	 nan	2.4503	0.99758	 3.1735e+00	 9.9959e-01	 1.2882e+01	 1.0039e+00
	 nan	2.4521	0.99741	 3.1758e+00	 9.9959e-01	 1.2873e+01	 1.0043e+00
	 nan	2.4538	0.99682	 3.1781e+00	 9.9959e-01	 1.2864e+01	 1.0028e+00
	 nan	2.4556	0.99781	 3.1804e+00	 9.9955e-01	 1.2855e+01	 1.0043e+00
	 nan	2.4574	0.99718	 3.1828e+00	 9.9955e-01	 1.2846e+01	 1.0033e+00
	 nan	2.4592	0.99791	 3.1851e+00	 9.9951e-01	 1.2837e+01	 1.0040e+00
	 nan	2.4609	0.99679	 3.1874e+00	 9.9951e-01	 1.2828e+01	 1.0040e+00
	 nan	2.4627	0.99827	 3.1898e+00	 9.9947e-01	 1.2819e+01	 1.0039e+00
	 nan	2.4645	0.99741	 3.1921e+00	 9.9943e-01	 1.2809e+01	 1.0046e+00
	 nan	2.4663	0.99741	 3.1944e+00	 9.9941e-01	 1.2800e+01	 1.0038e+00
	 nan	2.4681	0.99781	 3.1968e+00	 9.9941e-01	 1.2791e+01	 1.0050e+00
	 nan	2.4698	0.99741	 3.1991e+00	 9.9945e-01	 1.2782e+01	 1.0038e+00
	 nan	2.4716	0.99834	 3.2015e+00	 9.9951e-01	 1.2773e+01	 1.0049e+00
	 nan	2.4734	0.99731	 3.2038e+00	 9.9957e-01	 1.2764e+01	 1.0034e+00
	 nan	2.4752	0.99804	 3.2062e+00	 9.9957e-01	 1.2755e+01	 1.0037e+00
	 nan	2.477	0.99692	 3.2085e+00	 9.9955e-01	 1.2746e+01	 1.0040e+00
	 nan	2.4788	0.99807	 3.2108e+00	 9.9949e-01	 1.2737e+01	 1.0041e+00
	 nan	2.4806	0.99761	 3.2132e+00	 9.9943e-01	 1.2728e+01	 1.0045e+00
	 nan	2.4824	0.99741	 3.2155e+00	 9.9945e-01	 1.2719e+01	 1.0032e+00
	 nan	2.4842	0.99768	 3.2179e+00	 9.9947e-01	 1.2710e+01	 1.0039e+00
	 nan	2.486	0.99669	 3.2203e+00	 9.9951e-01	 1.2701e+01	 1.0035e+00
	 nan	2.4878	0.99748	 3.2226e+00	 9.9951e-01	 1.2692e+01	 1.0042e+00
	 nan	2.4896	0.99679	 3.2250e+00	 9.9953e-01	 1.2683e+01	 1.0033e+00
	 nan	2.4914	0.9987	 3.2273e+00	 9.9951e-01	 1.2674e+01	 1.0042e+00
	 nan	2.4932	0.99774	 3.2297e+00	 9.9953e-01	 1.2665e+01	 1.0042e+00
	 nan	2.495	0.99761	 3.2321e+00	 9.9959e-01	 1.2656e+01	 1.0034e+00
	 nan	2.4968	0.99755	 3.2344e+00	 9.9965e-01	 1.2647e+01	 1.0047e+00
	 nan	2.4986	0.99738	 3.2368e+00	 9.9973e-01	 1.2638e+01	 1.0038e+00
	 nan	2.5004	0.99755	 3.2392e+00	 9.9977e-01	 1.2629e+01	 1.0056e+00
	 nan	2.5022	0.99639	 3.2415e+00	 9.9977e-01	 1.2620e+01	 1.0038e+00
	 nan	2.504	0.99797	 3.2439e+00	 9.9969e-01	 1.2611e+01	 1.0042e+00
	 nan	2.5058	0.99725	 3.2463e+00	 9.9969e-01	 1.2602e+01	 1.0032e+00
	 nan	2.5076	0.9984	 3.2487e+00	 9.9971e-01	 1.2593e+01	 1.0031e+00
	 nan	2.5094	0.99751	 3.2510e+00	 9.9975e-01	 1.2584e+01	 1.0038e+00
	 nan	2.5112	0.99784	 3.2534e+00	 9.9975e-01	 1.2575e+01	 1.0030e+00
	 nan	2.5131	0.99797	 3.2558e+00	 9.9967e-01	 1.2566e+01	 1.0044e+00
	 nan	2.5149	0.99738	 3.2582e+00	 9.9963e-01	 1.2557e+01	 1.0028e+00
	 nan	2.5167	0.99807	 3.2606e+00	 9.9957e-01	 1.2548e+01	 1.0036e+00
	 nan	2.5185	0.99708	 3.2630e+00	 9.9959e-01	 1.2539e+01	 1.0028e+00
	 nan	2.5203	0.99827	 3.2653e+00	 9.9961e-01	 1.2531e+01	 1.0038e+00
	 nan	2.5221	0.99702	 3.2677e+00	 9.9963e-01	 1.2522e+01	 1.0034e+00
	 nan	2.524	0.99784	 3.2701e+00	 9.9961e-01	 1.2513e+01	 1.0031e+00
	 nan	2.5258	0.99745	 3.2725e+00	 9.9959e-01	 1.2504e+01	 1.0040e+00
	 nan	2.5276	0.99771	 3.2749e+00	 9.9955e-01	 1.2495e+01	 1.0031e+00
	 nan	2.5294	0.99791	 3.2773e+00	 9.9947e-01	 1.2486e+01	 1.0035e+00
	 nan	2.5313	0.99718	 3.2797e+00	 9.9943e-01	 1.2477e+01	 1.0019e+00
	 nan	2.5331	0.99788	 3.2821e+00	 9.9939e-01	 1.2468e+01	 1.0029e+00
	 nan	2.5349	0.99682	 3.2845e+00	 9.9941e-01	 1.2460e+01	 1.0025e+00
	 nan	2.5368	0.99827	 3.2869e+00	 9.9939e-01	 1.2451e+01	 1.0037e+00
	 nan	2.5386	0.99731	 3.2893e+00	 9.9939e-01	 1.2442e+01	 1.0038e+00
	 nan	2.5404	0.99794	 3.2917e+00	 9.9941e-01	 1.2433e+01	 1.0031e+00
	 nan	2.5423	0.99741	 3.2941e+00	 9.9949e-01	 1.2424e+01	 1.0038e+00
	 nan	2.5441	0.99695	 3.2965e+00	 9.9957e-01	 1.2415e+01	 1.0027e+00
	 nan	2.5459	0.99758	 3.2989e+00	 9.9961e-01	 1.2406e+01	 1.0039e+00
	 nan	2.5478	0.99715	 3.3014e+00	 9.9965e-01	 1.2398e+01	 1.0025e+00
	 nan	2.5496	0.99778	 3.3038e+00	 9.9963e-01	 1.2389e+01	 1.0034e+00
	 nan	2.5515	0.99642	 3.3062e+00	 9.9961e-01	 1.2380e+01	 1.0028e+00
	 nan	2.5533	0.99794	 3.3086e+00	 9.9953e-01	 1.2371e+01	 1.0035e+00
	 nan	2.5552	0.99751	 3.3110e+00	 9.9951e-01	 1.2362e+01	 1.0044e+00
	 nan	2.557	0.99781	 3.3135e+00	 9.9949e-01	 1.2354e+01	 1.0037e+00
	 nan	2.5588	0.99758	 3.3159e+00	 9.9953e-01	 1.2345e+01	 1.0042e+00
	 nan	2.5607	0.99741	 3.3183e+00	 9.9957e-01	 1.2336e+01	 1.0025e+00
	 nan	2.5625	0.99801	 3.3207e+00	 9.9957e-01	 1.2327e+01	 1.0038e+00
	 nan	2.5644	0.99682	 3.3232e+00	 9.9957e-01	 1.2319e+01	 1.0026e+00
	 nan	2.5662	0.99824	 3.3256e+00	 9.9951e-01	 1.2310e+01	 1.0037e+00
	 nan	2.5681	0.99755	 3.3280e+00	 9.9949e-01	 1.2301e+01	 1.0028e+00
	 nan	2.5699	0.99844	 3.3305e+00	 9.9949e-01	 1.2292e+01	 1.0028e+00
	 nan	2.5718	0.99712	 3.3329e+00	 9.9953e-01	 1.2284e+01	 1.0031e+00
	 nan	2.5737	0.99738	 3.3353e+00	 9.9961e-01	 1.2275e+01	 1.0021e+00
	 nan	2.5755	0.99748	 3.3378e+00	 9.9971e-01	 1.2266e+01	 1.0035e+00
	 nan	2.5774	0.99685	 3.3402e+00	 9.9975e-01	 1.2257e+01	 1.0023e+00
	 nan	2.5792	0.99751	 3.3427e+00	 9.9967e-01	 1.2249e+01	 1.0032e+00
	 nan	2.5811	0.99685	 3.3451e+00	 9.9957e-01	 1.2240e+01	 1.0025e+00
	 nan	2.583	0.9984	 3.3476e+00	 9.9945e-01	 1.2231e+01	 1.0036e+00
	 nan	2.5848	0.99682	 3.3500e+00	 9.9943e-01	 1.2222e+01	 1.0029e+00
	 nan	2.5867	0.99741	 3.3525e+00	 9.9943e-01	 1.2214e+01	 1.0028e+00
	 nan	2.5886	0.99725	 3.3549e+00	 9.9949e-01	 1.2205e+01	 1.0036e+00
	 nan	2.5904	0.99771	 3.3574e+00	 9.9957e-01	 1.2196e+01	 1.0018e+00
	 nan	2.5923	0.99771	 3.3598e+00	 9.9963e-01	 1.2188e+01	 1.0028e+00
	 nan	2.5942	0.99669	 3.3623e+00	 9.9963e-01	 1.2179e+01	 1.0020e+00
	 nan	2.5961	0.99771	 3.3647e+00	 9.9949e-01	 1.2170e+01	 1.0026e+00
	 nan	2.5979	0.99662	 3.3672e+00	 9.9939e-01	 1.2162e+01	 1.0024e+00
	 nan	2.5998	0.99821	 3.3697e+00	 9.9928e-01	 1.2153e+01	 1.0036e+00
	 nan	2.6017	0.99784	 3.3721e+00	 9.9932e-01	 1.2144e+01	 1.0032e+00
	 nan	2.6036	0.99844	 3.3746e+00	 9.9939e-01	 1.2136e+01	 1.0022e+00
	 nan	2.6055	0.99735	 3.3771e+00	 9.9949e-01	 1.2127e+01	 1.0032e+00
	 nan	2.6073	0.99698	 3.3795e+00	 9.9957e-01	 1.2118e+01	 1.0019e+00
	 nan	2.6092	0.99811	 3.3820e+00	 9.9957e-01	 1.2110e+01	 1.0033e+00
	 nan	2.6111	0.99761	 3.3845e+00	 9.9957e-01	 1.2101e+01	 1.0024e+00
	 nan	2.613	0.99817	 3.3869e+00	 9.9951e-01	 1.2093e+01	 1.0031e+00
	 nan	2.6149	0.99695	 3.3894e+00	 9.9951e-01	 1.2084e+01	 1.0017e+00
	 nan	2.6168	0.99817	 3.3919e+00	 9.9949e-01	 1.2075e+01	 1.0017e+00
	 nan	2.6187	0.99698	 3.3944e+00	 9.9955e-01	 1.2067e+01	 1.0028e+00
	 nan	2.6206	0.99758	 3.3969e+00	 9.9957e-01	 1.2058e+01	 1.0028e+00
	 nan	2.6225	0.99755	 3.3993e+00	 9.9959e-01	 1.2050e+01	 1.0035e+00
	 nan	2.6244	0.99698	 3.4018e+00	 9.9961e-01	 1.2041e+01	 1.0021e+00
	 nan	2.6263	0.99748	 3.4043e+00	 9.9961e-01	 1.2032e+01	 1.0034e+00
	 nan	2.6282	0.99679	 3.4068e+00	 9.9967e-01	 1.2024e+01	 1.0022e+00
	 nan	2.6301	0.99834	 3.4093e+00	 9.9967e-01	 1.2015e+01	 1.0026e+00
	 nan	2.632	0.99751	 3.4118e+00	 9.9965e-01	 1.2007e+01	 1.0022e+00
	 nan	2.6339	0.99827	 3.4143e+00	 9.9957e-01	 1.1998e+01	 1.0023e+00
